# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
93         	((-9.604e+00 1.197e+01 1.175e-01) (-1.557e-01 1.275e-02 2.298e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.921e-01 -2.561e+00 -5.748e+00) (7.906e-03 -5.347e-03 3.869e-02) (0.000e+00 0.000e+00 0.000e+00))
94         	((-9.543e+00 1.188e+01 1.463e-01) (-1.576e-01 1.259e-02 2.386e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.692e-01 -2.544e+00 -5.712e+00) (8.102e-03 -5.191e-03 3.921e-02) (0.000e+00 0.000e+00 0.000e+00))
95         	((-9.461e+00 1.177e+01 1.839e-01) (-1.596e-01 1.239e-02 2.484e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.424e-01 -2.516e+00 -5.672e+00) (8.324e-03 -4.963e-03 3.980e-02) (0.000e+00 0.000e+00 0.000e+00))
96         	((-9.364e+00 1.163e+01 2.189e-01) (-1.617e-01 1.225e-02 2.559e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.134e-01 -2.482e+00 -5.622e+00) (8.476e-03 -4.922e-03 4.034e-02) (0.000e+00 0.000e+00 0.000e+00))
97         	((-9.266e+00 1.149e+01 2.417e-01) (-1.637e-01 1.213e-02 2.666e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.830e-01 -2.442e+00 -5.560e+00) (8.728e-03 -4.580e-03 4.081e-02) (0.000e+00 0.000e+00 0.000e+00))
98         	((-9.177e+00 1.137e+01 2.330e-01) (-1.657e-01 1.207e-02 2.752e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.563e-01 -2.400e+00 -5.492e+00) (8.931e-03 -4.368e-03 4.121e-02) (0.000e+00 0.000e+00 0.000e+00))
99         	((-9.106e+00 1.129e+01 1.807e-01) (-1.676e-01 1.213e-02 2.831e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.364e-01 -2.362e+00 -5.426e+00) (9.100e-03 -4.177e-03 4.150e-02) (0.000e+00 0.000e+00 0.000e+00))
100        	((-9.050e+00 1.125e+01 8.331e-02) (-1.695e-01 1.221e-02 2.892e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.241e-01 -2.328e+00 -5.366e+00) (9.238e-03 -4.101e-03 4.176e-02) (0.000e+00 0.000e+00 0.000e+00))
101        	((-9.005e+00 1.125e+01 -5.188e-02) (-1.713e-01 1.229e-02 2.942e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.183e-01 -2.300e+00 -5.315e+00) (9.372e-03 -4.068e-03 4.198e-02) (0.000e+00 0.000e+00 0.000e+00))
102        	((-8.972e+00 1.126e+01 -2.109e-01) (-1.731e-01 1.243e-02 2.967e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.168e-01 -2.282e+00 -5.275e+00) (9.450e-03 -4.183e-03 4.216e-02) (0.000e+00 0.000e+00 0.000e+00))
103        	((-8.953e+00 1.127e+01 -3.697e-01) (-1.750e-01 1.247e-02 2.966e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.168e-01 -2.273e+00 -5.250e+00) (9.509e-03 -4.477e-03 4.242e-02) (0.000e+00 0.000e+00 0.000e+00))
104        	((-8.944e+00 1.126e+01 -5.099e-01) (-1.768e-01 1.245e-02 2.956e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.174e-01 -2.270e+00 -5.238e+00) (9.560e-03 -4.860e-03 4.274e-02) (0.000e+00 0.000e+00 0.000e+00))
105        	((-8.942e+00 1.124e+01 -6.189e-01) (-1.787e-01 1.238e-02 2.941e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.172e-01 -2.271e+00 -5.239e+00) (9.610e-03 -5.278e-03 4.310e-02) (0.000e+00 0.000e+00 0.000e+00))
106        	((-8.943e+00 1.121e+01 -6.922e-01) (-1.804e-01 1.233e-02 2.904e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.149e-01 -2.274e+00 -5.253e+00) (9.610e-03 -5.811e-03 4.339e-02) (0.000e+00 0.000e+00 0.000e+00))
107        	((-8.945e+00 1.118e+01 -7.345e-01) (-1.821e-01 1.237e-02 2.868e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.107e-01 -2.279e+00 -5.282e+00) (9.598e-03 -6.356e-03 4.357e-02) (0.000e+00 0.000e+00 0.000e+00))
108        	((-8.946e+00 1.118e+01 -7.622e-01) (-1.836e-01 1.238e-02 2.835e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.067e-01 -2.288e+00 -5.325e+00) (9.607e-03 -6.787e-03 4.372e-02) (0.000e+00 0.000e+00 0.000e+00))
109        	((-8.947e+00 1.121e+01 -7.897e-01) (-1.850e-01 1.247e-02 2.786e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.059e-01 -2.301e+00 -5.379e+00) (9.560e-03 -7.274e-03 4.379e-02) (0.000e+00 0.000e+00 0.000e+00))
110        	((-8.949e+00 1.128e+01 -8.268e-01) (-1.863e-01 1.259e-02 2.735e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.117e-01 -2.318e+00 -5.442e+00) (9.481e-03 -7.702e-03 4.388e-02) (0.000e+00 0.000e+00 0.000e+00))
111        	((-8.946e+00 1.140e+01 -8.756e-01) (-1.877e-01 1.272e-02 2.678e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.248e-01 -2.336e+00 -5.514e+00) (9.360e-03 -8.124e-03 4.397e-02) (0.000e+00 0.000e+00 0.000e+00))
112        	((-8.938e+00 1.157e+01 -9.253e-01) (-1.889e-01 1.285e-02 2.620e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.475e-01 -2.352e+00 -5.593e+00) (9.224e-03 -8.502e-03 4.408e-02) (0.000e+00 0.000e+00 0.000e+00))
113        	((-8.911e+00 1.178e+01 -9.688e-01) (-1.903e-01 1.301e-02 2.570e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.785e-01 -2.360e+00 -5.675e+00) (9.083e-03 -8.780e-03 4.422e-02) (0.000e+00 0.000e+00 0.000e+00))
114        	((-8.876e+00 1.198e+01 -1.003e+00) (-1.919e-01 1.320e-02 2.516e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.133e-01 -2.358e+00 -5.740e+00) (8.928e-03 -9.093e-03 4.439e-02) (0.000e+00 0.000e+00 0.000e+00))
115        	((-8.830e+00 1.216e+01 -1.019e+00) (-1.936e-01 1.346e-02 2.471e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.497e-01 -2.347e+00 -5.786e+00) (8.798e-03 -9.394e-03 4.460e-02) (0.000e+00 0.000e+00 0.000e+00))
116        	((-8.776e+00 1.229e+01 -1.013e+00) (-1.955e-01 1.375e-02 2.434e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.822e-01 -2.330e+00 -5.811e+00) (8.679e-03 -9.672e-03 4.483e-02) (0.000e+00 0.000e+00 0.000e+00))
117        	((-8.722e+00 1.237e+01 -9.874e-01) (-1.975e-01 1.406e-02 2.410e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.007e+00 -2.312e+00 -5.819e+00) (8.589e-03 -9.899e-03 4.508e-02) (0.000e+00 0.000e+00 0.000e+00))
118        	((-8.672e+00 1.242e+01 -9.424e-01) (-1.997e-01 1.431e-02 2.392e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.022e+00 -2.293e+00 -5.816e+00) (8.510e-03 -1.016e-02 4.544e-02) (0.000e+00 0.000e+00 0.000e+00))
119        	((-8.637e+00 1.245e+01 -8.942e-01) (-2.022e-01 1.452e-02 2.373e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.028e+00 -2.278e+00 -5.811e+00) (8.442e-03 -1.046e-02 4.587e-02) (0.000e+00 0.000e+00 0.000e+00))
120        	((-8.609e+00 1.246e+01 -8.430e-01) (-2.047e-01 1.478e-02 2.370e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.029e+00 -2.264e+00 -5.803e+00) (8.407e-03 -1.066e-02 4.626e-02) (0.000e+00 0.000e+00 0.000e+00))
121        	((-8.592e+00 1.247e+01 -7.950e-01) (-2.072e-01 1.500e-02 2.366e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.025e+00 -2.253e+00 -5.791e+00) (8.386e-03 -1.091e-02 4.668e-02) (0.000e+00 0.000e+00 0.000e+00))
122        	((-8.581e+00 1.246e+01 -7.501e-01) (-2.097e-01 1.519e-02 2.366e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.018e+00 -2.244e+00 -5.775e+00) (8.381e-03 -1.114e-02 4.713e-02) (0.000e+00 0.000e+00 0.000e+00))
123        	((-8.573e+00 1.243e+01 -7.089e-01) (-2.122e-01 1.535e-02 2.371e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-1.008e+00 -2.238e+00 -5.752e+00) (8.399e-03 -1.133e-02 4.758e-02) (0.000e+00 0.000e+00 0.000e+00))
124        	((-8.562e+00 1.239e+01 -6.700e-01) (-2.146e-01 1.548e-02 2.386e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.958e-01 -2.235e+00 -5.725e+00) (8.446e-03 -1.143e-02 4.802e-02) (0.000e+00 0.000e+00 0.000e+00))
125        	((-8.546e+00 1.234e+01 -6.317e-01) (-2.169e-01 1.565e-02 2.402e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.816e-01 -2.235e+00 -5.693e+00) (8.485e-03 -1.152e-02 4.842e-02) (0.000e+00 0.000e+00 0.000e+00))
126        	((-8.524e+00 1.229e+01 -5.896e-01) (-2.192e-01 1.581e-02 2.419e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.659e-01 -2.238e+00 -5.657e+00) (8.536e-03 -1.157e-02 4.880e-02) (0.000e+00 0.000e+00 0.000e+00))
127        	((-8.506e+00 1.222e+01 -5.414e-01) (-2.214e-01 1.597e-02 2.445e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.499e-01 -2.247e+00 -5.623e+00) (8.608e-03 -1.155e-02 4.916e-02) (0.000e+00 0.000e+00 0.000e+00))
128        	((-8.494e+00 1.216e+01 -4.842e-01) (-2.237e-01 1.615e-02 2.471e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.352e-01 -2.261e+00 -5.600e+00) (8.674e-03 -1.154e-02 4.950e-02) (0.000e+00 0.000e+00 0.000e+00))
129        	((-8.491e+00 1.210e+01 -4.189e-01) (-2.259e-01 1.632e-02 2.496e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.233e-01 -2.281e+00 -5.596e+00) (8.735e-03 -1.155e-02 4.983e-02) (0.000e+00 0.000e+00 0.000e+00))
130        	((-8.494e+00 1.203e+01 -3.478e-01) (-2.280e-01 1.653e-02 2.509e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.153e-01 -2.305e+00 -5.614e+00) (8.748e-03 -1.168e-02 5.009e-02) (0.000e+00 0.000e+00 0.000e+00))
131        	((-8.503e+00 1.196e+01 -2.776e-01) (-2.300e-01 1.672e-02 2.520e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.111e-01 -2.332e+00 -5.651e+00) (8.752e-03 -1.183e-02 5.033e-02) (0.000e+00 0.000e+00 0.000e+00))
132        	((-8.517e+00 1.189e+01 -2.150e-01) (-2.318e-01 1.679e-02 2.535e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.098e-01 -2.362e+00 -5.698e+00) (8.790e-03 -1.195e-02 5.061e-02) (0.000e+00 0.000e+00 0.000e+00))
133        	((-8.542e+00 1.180e+01 -1.667e-01) (-2.337e-01 1.686e-02 2.566e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.098e-01 -2.394e+00 -5.744e+00) (8.876e-03 -1.200e-02 5.092e-02) (0.000e+00 0.000e+00 0.000e+00))
134        	((-8.584e+00 1.170e+01 -1.353e-01) (-2.356e-01 1.695e-02 2.600e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.096e-01 -2.427e+00 -5.781e+00) (8.975e-03 -1.204e-02 5.119e-02) (0.000e+00 0.000e+00 0.000e+00))
135        	((-8.648e+00 1.160e+01 -1.156e-01) (-2.376e-01 1.704e-02 2.645e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.079e-01 -2.460e+00 -5.804e+00) (9.114e-03 -1.207e-02 5.149e-02) (0.000e+00 0.000e+00 0.000e+00))
136        	((-8.736e+00 1.148e+01 -1.008e-01) (-2.395e-01 1.712e-02 2.702e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-9.042e-01 -2.493e+00 -5.811e+00) (9.298e-03 -1.206e-02 5.178e-02) (0.000e+00 0.000e+00 0.000e+00))
137        	((-8.846e+00 1.135e+01 -8.397e-02) (-2.415e-01 1.729e-02 2.763e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.979e-01 -2.521e+00 -5.804e+00) (9.479e-03 -1.206e-02 5.202e-02) (0.000e+00 0.000e+00 0.000e+00))
138        	((-8.973e+00 1.122e+01 -6.081e-02) (-2.433e-01 1.744e-02 2.845e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.892e-01 -2.545e+00 -5.781e+00) (9.723e-03 -1.193e-02 5.225e-02) (0.000e+00 0.000e+00 0.000e+00))
139        	((-9.112e+00 1.108e+01 -3.583e-02) (-2.448e-01 1.754e-02 2.931e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.783e-01 -2.566e+00 -5.741e+00) (1.000e-02 -1.172e-02 5.244e-02) (0.000e+00 0.000e+00 0.000e+00))
140        	((-9.252e+00 1.095e+01 -1.401e-02) (-2.462e-01 1.759e-02 3.005e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.661e-01 -2.584e+00 -5.685e+00) (1.026e-02 -1.160e-02 5.265e-02) (0.000e+00 0.000e+00 0.000e+00))
141        	((-9.389e+00 1.081e+01 -8.007e-03) (-2.474e-01 1.760e-02 3.063e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.538e-01 -2.599e+00 -5.609e+00) (1.049e-02 -1.149e-02 5.283e-02) (0.000e+00 0.000e+00 0.000e+00))
142        	((-9.511e+00 1.070e+01 -1.638e-02) (-2.484e-01 1.760e-02 3.113e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.418e-01 -2.611e+00 -5.529e+00) (1.071e-02 -1.137e-02 5.300e-02) (0.000e+00 0.000e+00 0.000e+00))
143        	((-9.613e+00 1.062e+01 -3.994e-02) (-2.492e-01 1.754e-02 3.141e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.305e-01 -2.620e+00 -5.456e+00) (1.087e-02 -1.133e-02 5.318e-02) (0.000e+00 0.000e+00 0.000e+00))
144        	((-9.690e+00 1.055e+01 -7.359e-02) (-2.500e-01 1.746e-02 3.158e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.207e-01 -2.624e+00 -5.397e+00) (1.100e-02 -1.135e-02 5.340e-02) (0.000e+00 0.000e+00 0.000e+00))
145        	((-9.740e+00 1.051e+01 -1.116e-01) (-2.507e-01 1.748e-02 3.181e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.126e-01 -2.625e+00 -5.358e+00) (1.112e-02 -1.129e-02 5.353e-02) (0.000e+00 0.000e+00 0.000e+00))
146        	((-9.770e+00 1.049e+01 -1.533e-01) (-2.514e-01 1.748e-02 3.191e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.079e-01 -2.624e+00 -5.343e+00) (1.120e-02 -1.128e-02 5.368e-02) (0.000e+00 0.000e+00 0.000e+00))
147        	((-9.780e+00 1.049e+01 -1.956e-01) (-2.519e-01 1.746e-02 3.188e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.060e-01 -2.620e+00 -5.349e+00) (1.124e-02 -1.128e-02 5.382e-02) (0.000e+00 0.000e+00 0.000e+00))
148        	((-9.779e+00 1.050e+01 -2.424e-01) (-2.523e-01 1.746e-02 3.173e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.080e-01 -2.617e+00 -5.368e+00) (1.122e-02 -1.132e-02 5.391e-02) (0.000e+00 0.000e+00 0.000e+00))
149        	((-9.769e+00 1.053e+01 -2.988e-01) (-2.526e-01 1.742e-02 3.150e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.142e-01 -2.614e+00 -5.398e+00) (1.118e-02 -1.136e-02 5.400e-02) (0.000e+00 0.000e+00 0.000e+00))
150        	((-9.745e+00 1.058e+01 -3.671e-01) (-2.528e-01 1.738e-02 3.121e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.241e-01 -2.609e+00 -5.431e+00) (1.110e-02 -1.142e-02 5.405e-02) (0.000e+00 0.000e+00 0.000e+00))
151        	((-9.697e+00 1.063e+01 -4.431e-01) (-2.528e-01 1.740e-02 3.087e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.355e-01 -2.598e+00 -5.461e+00) (1.100e-02 -1.145e-02 5.403e-02) (0.000e+00 0.000e+00 0.000e+00))
152        	((-9.622e+00 1.068e+01 -5.208e-01) (-2.526e-01 1.741e-02 3.045e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.465e-01 -2.579e+00 -5.482e+00) (1.086e-02 -1.147e-02 5.392e-02) (0.000e+00 0.000e+00 0.000e+00))
153        	((-9.526e+00 1.072e+01 -5.957e-01) (-2.522e-01 1.745e-02 2.996e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.563e-01 -2.552e+00 -5.492e+00) (1.069e-02 -1.153e-02 5.376e-02) (0.000e+00 0.000e+00 0.000e+00))
154        	((-9.419e+00 1.073e+01 -6.625e-01) (-2.518e-01 1.749e-02 2.940e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.644e-01 -2.520e+00 -5.492e+00) (1.050e-02 -1.162e-02 5.358e-02) (0.000e+00 0.000e+00 0.000e+00))
155        	((-9.314e+00 1.072e+01 -7.197e-01) (-2.514e-01 1.754e-02 2.884e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.706e-01 -2.488e+00 -5.481e+00) (1.031e-02 -1.172e-02 5.336e-02) (0.000e+00 0.000e+00 0.000e+00))
156        	((-9.219e+00 1.070e+01 -7.642e-01) (-2.509e-01 1.757e-02 2.828e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.756e-01 -2.459e+00 -5.462e+00) (1.012e-02 -1.183e-02 5.312e-02) (0.000e+00 0.000e+00 0.000e+00))
157        	((-9.141e+00 1.066e+01 -7.947e-01) (-2.503e-01 1.763e-02 2.777e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.796e-01 -2.433e+00 -5.435e+00) (9.927e-03 -1.193e-02 5.282e-02) (0.000e+00 0.000e+00 0.000e+00))
158        	((-9.084e+00 1.063e+01 -8.096e-01) (-2.496e-01 1.768e-02 2.731e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.833e-01 -2.413e+00 -5.405e+00) (9.759e-03 -1.198e-02 5.252e-02) (0.000e+00 0.000e+00 0.000e+00))
159        	((-9.050e+00 1.059e+01 -8.069e-01) (-2.490e-01 1.777e-02 2.693e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.863e-01 -2.397e+00 -5.372e+00) (9.605e-03 -1.199e-02 5.217e-02) (0.000e+00 0.000e+00 0.000e+00))
160        	((-9.041e+00 1.056e+01 -7.913e-01) (-2.483e-01 1.782e-02 2.661e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.895e-01 -2.389e+00 -5.342e+00) (9.479e-03 -1.194e-02 5.185e-02) (0.000e+00 0.000e+00 0.000e+00))
161        	((-9.058e+00 1.053e+01 -7.673e-01) (-2.478e-01 1.792e-02 2.643e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.926e-01 -2.388e+00 -5.317e+00) (9.394e-03 -1.180e-02 5.155e-02) (0.000e+00 0.000e+00 0.000e+00))
162        	((-9.099e+00 1.050e+01 -7.407e-01) (-2.474e-01 1.794e-02 2.634e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.950e-01 -2.393e+00 -5.297e+00) (9.362e-03 -1.158e-02 5.134e-02) (0.000e+00 0.000e+00 0.000e+00))
163        	((-9.154e+00 1.047e+01 -7.152e-01) (-2.472e-01 1.803e-02 2.633e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.960e-01 -2.403e+00 -5.282e+00) (9.346e-03 -1.134e-02 5.116e-02) (0.000e+00 0.000e+00 0.000e+00))
164        	((-9.216e+00 1.043e+01 -6.942e-01) (-2.473e-01 1.806e-02 2.632e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.947e-01 -2.414e+00 -5.267e+00) (9.355e-03 -1.111e-02 5.108e-02) (0.000e+00 0.000e+00 0.000e+00))
165        	((-9.278e+00 1.038e+01 -6.769e-01) (-2.474e-01 1.806e-02 2.633e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.904e-01 -2.425e+00 -5.252e+00) (9.378e-03 -1.088e-02 5.108e-02) (0.000e+00 0.000e+00 0.000e+00))
166        	((-9.333e+00 1.032e+01 -6.609e-01) (-2.476e-01 1.805e-02 2.636e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.831e-01 -2.433e+00 -5.234e+00) (9.417e-03 -1.062e-02 5.110e-02) (0.000e+00 0.000e+00 0.000e+00))
167        	((-9.381e+00 1.026e+01 -6.450e-01) (-2.478e-01 1.802e-02 2.637e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.739e-01 -2.437e+00 -5.215e+00) (9.462e-03 -1.035e-02 5.113e-02) (0.000e+00 0.000e+00 0.000e+00))
168        	((-9.423e+00 1.021e+01 -6.285e-01) (-2.479e-01 1.801e-02 2.636e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.640e-01 -2.440e+00 -5.197e+00) (9.501e-03 -1.009e-02 5.112e-02) (0.000e+00 0.000e+00 0.000e+00))
169        	((-9.460e+00 1.017e+01 -6.115e-01) (-2.479e-01 1.802e-02 2.626e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.541e-01 -2.442e+00 -5.181e+00) (9.513e-03 -9.870e-03 5.108e-02) (0.000e+00 0.000e+00 0.000e+00))
170        	((-9.494e+00 1.014e+01 -5.950e-01) (-2.478e-01 1.801e-02 2.616e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.449e-01 -2.445e+00 -5.166e+00) (9.520e-03 -9.653e-03 5.106e-02) (0.000e+00 0.000e+00 0.000e+00))
171        	((-9.528e+00 1.012e+01 -5.797e-01) (-2.477e-01 1.798e-02 2.600e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.366e-01 -2.449e+00 -5.151e+00) (9.513e-03 -9.505e-03 5.104e-02) (0.000e+00 0.000e+00 0.000e+00))
172        	((-9.562e+00 1.012e+01 -5.662e-01) (-2.475e-01 1.795e-02 2.586e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.291e-01 -2.454e+00 -5.135e+00) (9.504e-03 -9.358e-03 5.103e-02) (0.000e+00 0.000e+00 0.000e+00))
173        	((-9.596e+00 1.012e+01 -5.542e-01) (-2.473e-01 1.786e-02 2.571e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.218e-01 -2.460e+00 -5.117e+00) (9.502e-03 -9.266e-03 5.106e-02) (0.000e+00 0.000e+00 0.000e+00))
174        	((-9.628e+00 1.011e+01 -5.418e-01) (-2.470e-01 1.781e-02 2.554e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.140e-01 -2.466e+00 -5.096e+00) (9.485e-03 -9.224e-03 5.108e-02) (0.000e+00 0.000e+00 0.000e+00))
175        	((-9.656e+00 1.010e+01 -5.280e-01) (-2.468e-01 1.773e-02 2.542e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.063e-01 -2.471e+00 -5.076e+00) (9.486e-03 -9.182e-03 5.113e-02) (0.000e+00 0.000e+00 0.000e+00))
176        	((-9.680e+00 1.009e+01 -5.118e-01) (-2.465e-01 1.767e-02 2.527e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.992e-01 -2.476e+00 -5.058e+00) (9.477e-03 -9.204e-03 5.118e-02) (0.000e+00 0.000e+00 0.000e+00))
177        	((-9.693e+00 1.008e+01 -4.910e-01) (-2.463e-01 1.761e-02 2.518e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.929e-01 -2.478e+00 -5.043e+00) (9.478e-03 -9.220e-03 5.124e-02) (0.000e+00 0.000e+00 0.000e+00))
178        	((-9.694e+00 1.008e+01 -4.657e-01) (-2.461e-01 1.754e-02 2.509e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.878e-01 -2.477e+00 -5.034e+00) (9.481e-03 -9.263e-03 5.132e-02) (0.000e+00 0.000e+00 0.000e+00))
179        	((-9.679e+00 1.008e+01 -4.351e-01) (-2.458e-01 1.749e-02 2.520e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.836e-01 -2.472e+00 -5.032e+00) (9.529e-03 -9.168e-03 5.138e-02) (0.000e+00 0.000e+00 0.000e+00))
180        	((-9.649e+00 1.008e+01 -3.997e-01) (-2.454e-01 1.750e-02 2.531e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.804e-01 -2.465e+00 -5.035e+00) (9.559e-03 -9.078e-03 5.136e-02) (0.000e+00 0.000e+00 0.000e+00))
181        	((-9.606e+00 1.009e+01 -3.638e-01) (-2.450e-01 1.751e-02 2.551e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.786e-01 -2.455e+00 -5.046e+00) (9.612e-03 -8.911e-03 5.134e-02) (0.000e+00 0.000e+00 0.000e+00))
182        	((-9.555e+00 1.011e+01 -3.327e-01) (-2.446e-01 1.753e-02 2.574e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.791e-01 -2.445e+00 -5.066e+00) (9.656e-03 -8.726e-03 5.128e-02) (0.000e+00 0.000e+00 0.000e+00))
183        	((-9.499e+00 1.014e+01 -3.126e-01) (-2.440e-01 1.754e-02 2.594e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.823e-01 -2.437e+00 -5.097e+00) (9.683e-03 -8.557e-03 5.121e-02) (0.000e+00 0.000e+00 0.000e+00))
184        	((-9.443e+00 1.019e+01 -3.079e-01) (-2.435e-01 1.759e-02 2.610e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.887e-01 -2.433e+00 -5.139e+00) (9.684e-03 -8.417e-03 5.109e-02) (0.000e+00 0.000e+00 0.000e+00))
185        	((-9.392e+00 1.026e+01 -3.200e-01) (-2.429e-01 1.757e-02 2.627e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-7.981e-01 -2.435e+00 -5.192e+00) (9.699e-03 -8.259e-03 5.099e-02) (0.000e+00 0.000e+00 0.000e+00))
186        	((-9.345e+00 1.034e+01 -3.451e-01) (-2.423e-01 1.768e-02 2.652e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.091e-01 -2.439e+00 -5.251e+00) (9.705e-03 -8.057e-03 5.079e-02) (0.000e+00 0.000e+00 0.000e+00))
187        	((-9.301e+00 1.041e+01 -3.770e-01) (-2.416e-01 1.776e-02 2.686e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.204e-01 -2.444e+00 -5.312e+00) (9.738e-03 -7.792e-03 5.058e-02) (0.000e+00 0.000e+00 0.000e+00))
188        	((-9.256e+00 1.048e+01 -4.079e-01) (-2.410e-01 1.787e-02 2.724e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-8.303e-01 -2.445e+00 -5.368e+00) (9.774e-03 -7.510e-03 5.036e-02) (0.000e+00 0.000e+00 0.000e+00))
