# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
193        	((-1.786e+01 7.474e-01 -1.113e+02) (-3.215e-01 3.688e-03 8.743e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.294e+01 8.814e+00) (4.375e-02 -1.750e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
194        	((-1.784e+01 7.456e-01 -1.112e+02) (-3.216e-01 3.707e-03 8.737e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.293e+01 8.812e+00) (4.370e-02 -1.712e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
195        	((-1.783e+01 7.505e-01 -1.112e+02) (-3.217e-01 3.717e-03 8.731e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.291e+01 8.813e+00) (4.366e-02 -1.674e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
196        	((-1.783e+01 7.605e-01 -1.112e+02) (-3.218e-01 3.714e-03 8.725e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.682e+01 7.289e+01 8.818e+00) (4.361e-02 -1.640e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
197        	((-1.782e+01 7.778e-01 -1.111e+02) (-3.218e-01 3.697e-03 8.719e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.682e+01 7.286e+01 8.827e+00) (4.356e-02 -1.606e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
198        	((-1.782e+01 7.990e-01 -1.111e+02) (-3.218e-01 3.671e-03 8.714e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.681e+01 7.284e+01 8.839e+00) (4.352e-02 -1.575e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
199        	((-1.782e+01 8.259e-01 -1.111e+02) (-3.218e-01 3.634e-03 8.709e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.681e+01 7.282e+01 8.854e+00) (4.347e-02 -1.545e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
200        	((-1.782e+01 8.539e-01 -1.111e+02) (-3.218e-01 3.592e-03 8.706e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.681e+01 7.281e+01 8.870e+00) (4.343e-02 -1.517e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
201        	((-1.783e+01 8.840e-01 -1.111e+02) (-3.219e-01 3.546e-03 8.703e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.682e+01 7.281e+01 8.888e+00) (4.340e-02 -1.490e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
202        	((-1.783e+01 9.113e-01 -1.111e+02) (-3.219e-01 3.499e-03 8.702e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.281e+01 8.905e+00) (4.338e-02 -1.467e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
203        	((-1.784e+01 9.369e-01 -1.111e+02) (-3.221e-01 3.455e-03 8.703e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.282e+01 8.920e+00) (4.337e-02 -1.449e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
204        	((-1.785e+01 9.563e-01 -1.111e+02) (-3.222e-01 3.416e-03 8.706e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.684e+01 7.283e+01 8.933e+00) (4.337e-02 -1.436e-03 1.562e-01) (0.000e+00 0.000e+00 0.000e+00))
205        	((-1.786e+01 9.719e-01 -1.111e+02) (-3.224e-01 3.380e-03 8.712e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.284e+01 8.943e+00) (4.339e-02 -1.430e-03 1.563e-01) (0.000e+00 0.000e+00 0.000e+00))
206        	((-1.787e+01 9.810e-01 -1.111e+02) (-3.227e-01 3.351e-03 8.720e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.686e+01 7.285e+01 8.948e+00) (4.342e-02 -1.432e-03 1.564e-01) (0.000e+00 0.000e+00 0.000e+00))
207        	((-1.786e+01 9.875e-01 -1.111e+02) (-3.230e-01 3.327e-03 8.731e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.686e+01 7.285e+01 8.950e+00) (4.347e-02 -1.441e-03 1.566e-01) (0.000e+00 0.000e+00 0.000e+00))
208        	((-1.786e+01 9.899e-01 -1.111e+02) (-3.233e-01 3.310e-03 8.743e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.285e+01 8.947e+00) (4.353e-02 -1.457e-03 1.567e-01) (0.000e+00 0.000e+00 0.000e+00))
209        	((-1.785e+01 9.921e-01 -1.111e+02) (-3.236e-01 3.296e-03 8.757e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.684e+01 7.283e+01 8.941e+00) (4.360e-02 -1.482e-03 1.569e-01) (0.000e+00 0.000e+00 0.000e+00))
210        	((-1.783e+01 9.916e-01 -1.110e+02) (-3.239e-01 3.289e-03 8.772e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.682e+01 7.281e+01 8.932e+00) (4.367e-02 -1.512e-03 1.571e-01) (0.000e+00 0.000e+00 0.000e+00))
211        	((-1.780e+01 9.928e-01 -1.110e+02) (-3.242e-01 3.283e-03 8.787e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.679e+01 7.278e+01 8.922e+00) (4.375e-02 -1.548e-03 1.572e-01) (0.000e+00 0.000e+00 0.000e+00))
212        	((-1.778e+01 9.930e-01 -1.109e+02) (-3.245e-01 3.281e-03 8.802e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.677e+01 7.275e+01 8.911e+00) (4.382e-02 -1.585e-03 1.574e-01) (0.000e+00 0.000e+00 0.000e+00))
213        	((-1.776e+01 9.952e-01 -1.109e+02) (-3.248e-01 3.278e-03 8.816e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.674e+01 7.271e+01 8.901e+00) (4.389e-02 -1.625e-03 1.575e-01) (0.000e+00 0.000e+00 0.000e+00))
214        	((-1.774e+01 9.953e-01 -1.108e+02) (-3.250e-01 3.281e-03 8.829e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.672e+01 7.268e+01 8.892e+00) (4.394e-02 -1.665e-03 1.576e-01) (0.000e+00 0.000e+00 0.000e+00))
215        	((-1.772e+01 9.962e-01 -1.108e+02) (-3.251e-01 3.283e-03 8.840e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.670e+01 7.265e+01 8.885e+00) (4.399e-02 -1.705e-03 1.577e-01) (0.000e+00 0.000e+00 0.000e+00))
216        	((-1.771e+01 9.934e-01 -1.107e+02) (-3.253e-01 3.293e-03 8.850e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.669e+01 7.263e+01 8.881e+00) (4.404e-02 -1.745e-03 1.578e-01) (0.000e+00 0.000e+00 0.000e+00))
217        	((-1.771e+01 9.905e-01 -1.107e+02) (-3.253e-01 3.301e-03 8.859e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.669e+01 7.262e+01 8.880e+00) (4.408e-02 -1.785e-03 1.578e-01) (0.000e+00 0.000e+00 0.000e+00))
218        	((-1.772e+01 9.835e-01 -1.107e+02) (-3.254e-01 3.316e-03 8.868e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.669e+01 7.263e+01 8.882e+00) (4.412e-02 -1.828e-03 1.578e-01) (0.000e+00 0.000e+00 0.000e+00))
219        	((-1.774e+01 9.759e-01 -1.108e+02) (-3.255e-01 3.329e-03 8.879e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.671e+01 7.264e+01 8.887e+00) (4.416e-02 -1.876e-03 1.579e-01) (0.000e+00 0.000e+00 0.000e+00))
220        	((-1.777e+01 9.647e-01 -1.108e+02) (-3.256e-01 3.347e-03 8.891e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.673e+01 7.267e+01 8.895e+00) (4.421e-02 -1.928e-03 1.579e-01) (0.000e+00 0.000e+00 0.000e+00))
221        	((-1.780e+01 9.541e-01 -1.109e+02) (-3.257e-01 3.358e-03 8.905e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.676e+01 7.269e+01 8.905e+00) (4.428e-02 -1.990e-03 1.579e-01) (0.000e+00 0.000e+00 0.000e+00))
222        	((-1.783e+01 9.411e-01 -1.109e+02) (-3.258e-01 3.371e-03 8.923e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.678e+01 7.272e+01 8.916e+00) (4.436e-02 -2.060e-03 1.580e-01) (0.000e+00 0.000e+00 0.000e+00))
223        	((-1.787e+01 9.303e-01 -1.110e+02) (-3.260e-01 3.376e-03 8.944e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.681e+01 7.275e+01 8.928e+00) (4.446e-02 -2.140e-03 1.581e-01) (0.000e+00 0.000e+00 0.000e+00))
224        	((-1.790e+01 9.185e-01 -1.110e+02) (-3.262e-01 3.378e-03 8.968e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.278e+01 8.939e+00) (4.457e-02 -2.228e-03 1.582e-01) (0.000e+00 0.000e+00 0.000e+00))
225        	((-1.793e+01 9.098e-01 -1.111e+02) (-3.265e-01 3.371e-03 8.994e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.279e+01 8.950e+00) (4.469e-02 -2.324e-03 1.583e-01) (0.000e+00 0.000e+00 0.000e+00))
226        	((-1.795e+01 9.004e-01 -1.111e+02) (-3.267e-01 3.363e-03 9.021e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.686e+01 7.280e+01 8.958e+00) (4.482e-02 -2.424e-03 1.585e-01) (0.000e+00 0.000e+00 0.000e+00))
227        	((-1.797e+01 8.940e-01 -1.111e+02) (-3.270e-01 3.345e-03 9.048e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.686e+01 7.281e+01 8.963e+00) (4.495e-02 -2.528e-03 1.586e-01) (0.000e+00 0.000e+00 0.000e+00))
228        	((-1.798e+01 8.866e-01 -1.111e+02) (-3.273e-01 3.326e-03 9.074e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.686e+01 7.281e+01 8.965e+00) (4.507e-02 -2.631e-03 1.587e-01) (0.000e+00 0.000e+00 0.000e+00))
229        	((-1.798e+01 8.823e-01 -1.111e+02) (-3.275e-01 3.300e-03 9.099e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.281e+01 8.964e+00) (4.518e-02 -2.733e-03 1.588e-01) (0.000e+00 0.000e+00 0.000e+00))
230        	((-1.798e+01 8.771e-01 -1.111e+02) (-3.277e-01 3.278e-03 9.122e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.280e+01 8.958e+00) (4.528e-02 -2.830e-03 1.589e-01) (0.000e+00 0.000e+00 0.000e+00))
231        	((-1.797e+01 8.749e-01 -1.111e+02) (-3.278e-01 3.256e-03 9.143e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.683e+01 7.279e+01 8.950e+00) (4.537e-02 -2.924e-03 1.590e-01) (0.000e+00 0.000e+00 0.000e+00))
232        	((-1.795e+01 8.711e-01 -1.111e+02) (-3.280e-01 3.242e-03 9.162e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.682e+01 7.278e+01 8.938e+00) (4.545e-02 -3.013e-03 1.590e-01) (0.000e+00 0.000e+00 0.000e+00))
233        	((-1.793e+01 8.693e-01 -1.110e+02) (-3.281e-01 3.235e-03 9.179e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.681e+01 7.277e+01 8.925e+00) (4.551e-02 -3.098e-03 1.591e-01) (0.000e+00 0.000e+00 0.000e+00))
234        	((-1.790e+01 8.647e-01 -1.110e+02) (-3.283e-01 3.242e-03 9.195e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.679e+01 7.276e+01 8.910e+00) (4.558e-02 -3.178e-03 1.591e-01) (0.000e+00 0.000e+00 0.000e+00))
235        	((-1.788e+01 8.612e-01 -1.110e+02) (-3.284e-01 3.254e-03 9.210e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.678e+01 7.274e+01 8.896e+00) (4.563e-02 -3.254e-03 1.591e-01) (0.000e+00 0.000e+00 0.000e+00))
236        	((-1.785e+01 8.540e-01 -1.110e+02) (-3.285e-01 3.277e-03 9.225e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.677e+01 7.273e+01 8.881e+00) (4.569e-02 -3.328e-03 1.592e-01) (0.000e+00 0.000e+00 0.000e+00))
237        	((-1.783e+01 8.480e-01 -1.109e+02) (-3.286e-01 3.302e-03 9.240e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.676e+01 7.272e+01 8.867e+00) (4.575e-02 -3.402e-03 1.592e-01) (0.000e+00 0.000e+00 0.000e+00))
238        	((-1.781e+01 8.391e-01 -1.109e+02) (-3.287e-01 3.334e-03 9.256e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.675e+01 7.271e+01 8.855e+00) (4.582e-02 -3.477e-03 1.593e-01) (0.000e+00 0.000e+00 0.000e+00))
239        	((-1.779e+01 8.326e-01 -1.109e+02) (-3.288e-01 3.359e-03 9.273e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.674e+01 7.269e+01 8.846e+00) (4.589e-02 -3.555e-03 1.593e-01) (0.000e+00 0.000e+00 0.000e+00))
240        	((-1.777e+01 8.247e-01 -1.108e+02) (-3.289e-01 3.384e-03 9.292e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.673e+01 7.268e+01 8.839e+00) (4.597e-02 -3.637e-03 1.594e-01) (0.000e+00 0.000e+00 0.000e+00))
241        	((-1.776e+01 8.206e-01 -1.108e+02) (-3.290e-01 3.398e-03 9.310e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.672e+01 7.266e+01 8.835e+00) (4.606e-02 -3.721e-03 1.594e-01) (0.000e+00 0.000e+00 0.000e+00))
242        	((-1.776e+01 8.161e-01 -1.108e+02) (-3.291e-01 3.405e-03 9.329e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.671e+01 7.264e+01 8.834e+00) (4.614e-02 -3.807e-03 1.594e-01) (0.000e+00 0.000e+00 0.000e+00))
243        	((-1.776e+01 8.162e-01 -1.108e+02) (-3.291e-01 3.401e-03 9.348e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.671e+01 7.262e+01 8.837e+00) (4.622e-02 -3.893e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
244        	((-1.776e+01 8.166e-01 -1.107e+02) (-3.292e-01 3.386e-03 9.367e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.670e+01 7.261e+01 8.842e+00) (4.631e-02 -3.979e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
245        	((-1.777e+01 8.222e-01 -1.107e+02) (-3.293e-01 3.360e-03 9.385e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.669e+01 7.259e+01 8.849e+00) (4.638e-02 -4.064e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
246        	((-1.778e+01 8.281e-01 -1.107e+02) (-3.294e-01 3.327e-03 9.404e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.669e+01 7.258e+01 8.856e+00) (4.646e-02 -4.150e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
247        	((-1.778e+01 8.393e-01 -1.107e+02) (-3.294e-01 3.287e-03 9.423e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.668e+01 7.257e+01 8.863e+00) (4.654e-02 -4.236e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
248        	((-1.779e+01 8.504e-01 -1.107e+02) (-3.295e-01 3.248e-03 9.442e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.668e+01 7.256e+01 8.870e+00) (4.662e-02 -4.323e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
249        	((-1.779e+01 8.662e-01 -1.107e+02) (-3.296e-01 3.206e-03 9.463e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.667e+01 7.255e+01 8.876e+00) (4.670e-02 -4.410e-03 1.595e-01) (0.000e+00 0.000e+00 0.000e+00))
250        	((-1.779e+01 8.812e-01 -1.107e+02) (-3.298e-01 3.170e-03 9.485e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.666e+01 7.254e+01 8.881e+00) (4.680e-02 -4.499e-03 1.596e-01) (0.000e+00 0.000e+00 0.000e+00))
251        	((-1.779e+01 8.993e-01 -1.106e+02) (-3.299e-01 3.136e-03 9.508e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.665e+01 7.253e+01 8.884e+00) (4.690e-02 -4.591e-03 1.596e-01) (0.000e+00 0.000e+00 0.000e+00))
252        	((-1.778e+01 9.126e-01 -1.106e+02) (-3.301e-01 3.111e-03 9.533e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.664e+01 7.252e+01 8.885e+00) (4.701e-02 -4.686e-03 1.597e-01) (0.000e+00 0.000e+00 0.000e+00))
253        	((-1.777e+01 9.273e-01 -1.106e+02) (-3.303e-01 3.089e-03 9.560e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.663e+01 7.251e+01 8.885e+00) (4.713e-02 -4.786e-03 1.598e-01) (0.000e+00 0.000e+00 0.000e+00))
254        	((-1.776e+01 9.367e-01 -1.106e+02) (-3.306e-01 3.073e-03 9.588e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.662e+01 7.250e+01 8.882e+00) (4.726e-02 -4.889e-03 1.599e-01) (0.000e+00 0.000e+00 0.000e+00))
255        	((-1.775e+01 9.450e-01 -1.106e+02) (-3.308e-01 3.062e-03 9.618e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.661e+01 7.248e+01 8.878e+00) (4.740e-02 -4.997e-03 1.601e-01) (0.000e+00 0.000e+00 0.000e+00))
256        	((-1.774e+01 9.498e-01 -1.105e+02) (-3.311e-01 3.057e-03 9.649e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.659e+01 7.246e+01 8.871e+00) (4.755e-02 -5.109e-03 1.602e-01) (0.000e+00 0.000e+00 0.000e+00))
257        	((-1.772e+01 9.548e-01 -1.105e+02) (-3.314e-01 3.054e-03 9.680e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.658e+01 7.244e+01 8.863e+00) (4.770e-02 -5.222e-03 1.603e-01) (0.000e+00 0.000e+00 0.000e+00))
258        	((-1.769e+01 9.572e-01 -1.104e+02) (-3.317e-01 3.057e-03 9.711e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.656e+01 7.241e+01 8.853e+00) (4.785e-02 -5.336e-03 1.605e-01) (0.000e+00 0.000e+00 0.000e+00))
259        	((-1.767e+01 9.624e-01 -1.104e+02) (-3.319e-01 3.059e-03 9.741e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.653e+01 7.238e+01 8.842e+00) (4.799e-02 -5.447e-03 1.606e-01) (0.000e+00 0.000e+00 0.000e+00))
260        	((-1.764e+01 9.666e-01 -1.103e+02) (-3.321e-01 3.066e-03 9.768e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.651e+01 7.234e+01 8.832e+00) (4.813e-02 -5.552e-03 1.607e-01) (0.000e+00 0.000e+00 0.000e+00))
261        	((-1.761e+01 9.751e-01 -1.102e+02) (-3.323e-01 3.070e-03 9.794e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.648e+01 7.231e+01 8.823e+00) (4.824e-02 -5.653e-03 1.608e-01) (0.000e+00 0.000e+00 0.000e+00))
262        	((-1.759e+01 9.833e-01 -1.102e+02) (-3.325e-01 3.080e-03 9.817e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.646e+01 7.227e+01 8.814e+00) (4.835e-02 -5.746e-03 1.609e-01) (0.000e+00 0.000e+00 0.000e+00))
263        	((-1.756e+01 9.955e-01 -1.101e+02) (-3.326e-01 3.087e-03 9.837e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.643e+01 7.223e+01 8.809e+00) (4.845e-02 -5.831e-03 1.609e-01) (0.000e+00 0.000e+00 0.000e+00))
264        	((-1.754e+01 1.006e+00 -1.100e+02) (-3.327e-01 3.097e-03 9.855e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.642e+01 7.220e+01 8.805e+00) (4.853e-02 -5.909e-03 1.610e-01) (0.000e+00 0.000e+00 0.000e+00))
265        	((-1.752e+01 1.020e+00 -1.100e+02) (-3.327e-01 3.109e-03 9.872e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.216e+01 8.804e+00) (4.861e-02 -5.983e-03 1.610e-01) (0.000e+00 0.000e+00 0.000e+00))
266        	((-1.751e+01 1.030e+00 -1.099e+02) (-3.328e-01 3.123e-03 9.888e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.639e+01 7.214e+01 8.807e+00) (4.869e-02 -6.053e-03 1.610e-01) (0.000e+00 0.000e+00 0.000e+00))
267        	((-1.750e+01 1.042e+00 -1.099e+02) (-3.328e-01 3.138e-03 9.903e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.638e+01 7.212e+01 8.813e+00) (4.876e-02 -6.121e-03 1.611e-01) (0.000e+00 0.000e+00 0.000e+00))
268        	((-1.751e+01 1.050e+00 -1.099e+02) (-3.329e-01 3.156e-03 9.920e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.638e+01 7.210e+01 8.821e+00) (4.885e-02 -6.189e-03 1.611e-01) (0.000e+00 0.000e+00 0.000e+00))
269        	((-1.752e+01 1.059e+00 -1.099e+02) (-3.330e-01 3.169e-03 9.938e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.639e+01 7.209e+01 8.832e+00) (4.894e-02 -6.261e-03 1.612e-01) (0.000e+00 0.000e+00 0.000e+00))
270        	((-1.754e+01 1.063e+00 -1.099e+02) (-3.332e-01 3.187e-03 9.958e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.639e+01 7.209e+01 8.845e+00) (4.905e-02 -6.334e-03 1.613e-01) (0.000e+00 0.000e+00 0.000e+00))
271        	((-1.756e+01 1.070e+00 -1.099e+02) (-3.334e-01 3.194e-03 9.979e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.209e+01 8.859e+00) (4.916e-02 -6.410e-03 1.614e-01) (0.000e+00 0.000e+00 0.000e+00))
272        	((-1.758e+01 1.073e+00 -1.099e+02) (-3.336e-01 3.203e-03 1.000e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.208e+01 8.873e+00) (4.928e-02 -6.485e-03 1.615e-01) (0.000e+00 0.000e+00 0.000e+00))
273        	((-1.760e+01 1.080e+00 -1.099e+02) (-3.338e-01 3.202e-03 1.002e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.208e+01 8.887e+00) (4.940e-02 -6.562e-03 1.616e-01) (0.000e+00 0.000e+00 0.000e+00))
274        	((-1.762e+01 1.085e+00 -1.099e+02) (-3.341e-01 3.200e-03 1.005e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.208e+01 8.899e+00) (4.952e-02 -6.635e-03 1.618e-01) (0.000e+00 0.000e+00 0.000e+00))
275        	((-1.764e+01 1.093e+00 -1.099e+02) (-3.343e-01 3.192e-03 1.007e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.207e+01 8.909e+00) (4.963e-02 -6.704e-03 1.619e-01) (0.000e+00 0.000e+00 0.000e+00))
276        	((-1.765e+01 1.098e+00 -1.099e+02) (-3.345e-01 3.178e-03 1.008e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.207e+01 8.916e+00) (4.973e-02 -6.764e-03 1.620e-01) (0.000e+00 0.000e+00 0.000e+00))
277        	((-1.766e+01 1.104e+00 -1.099e+02) (-3.347e-01 3.169e-03 1.010e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.206e+01 8.921e+00) (4.981e-02 -6.817e-03 1.621e-01) (0.000e+00 0.000e+00 0.000e+00))
278        	((-1.767e+01 1.107e+00 -1.099e+02) (-3.349e-01 3.150e-03 1.011e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.206e+01 8.923e+00) (4.987e-02 -6.858e-03 1.622e-01) (0.000e+00 0.000e+00 0.000e+00))
279        	((-1.767e+01 1.108e+00 -1.099e+02) (-3.350e-01 3.145e-03 1.012e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.206e+01 8.922e+00) (4.991e-02 -6.887e-03 1.623e-01) (0.000e+00 0.000e+00 0.000e+00))
280        	((-1.767e+01 1.105e+00 -1.099e+02) (-3.352e-01 3.134e-03 1.012e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.640e+01 7.207e+01 8.919e+00) (4.994e-02 -6.909e-03 1.624e-01) (0.000e+00 0.000e+00 0.000e+00))
281        	((-1.767e+01 1.099e+00 -1.099e+02) (-3.353e-01 3.137e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.641e+01 7.209e+01 8.914e+00) (4.995e-02 -6.921e-03 1.624e-01) (0.000e+00 0.000e+00 0.000e+00))
282        	((-1.767e+01 1.090e+00 -1.100e+02) (-3.353e-01 3.145e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.642e+01 7.210e+01 8.907e+00) (4.995e-02 -6.927e-03 1.625e-01) (0.000e+00 0.000e+00 0.000e+00))
283        	((-1.767e+01 1.077e+00 -1.100e+02) (-3.354e-01 3.162e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.643e+01 7.212e+01 8.898e+00) (4.996e-02 -6.929e-03 1.625e-01) (0.000e+00 0.000e+00 0.000e+00))
284        	((-1.767e+01 1.061e+00 -1.100e+02) (-3.355e-01 3.184e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.644e+01 7.214e+01 8.890e+00) (4.996e-02 -6.930e-03 1.625e-01) (0.000e+00 0.000e+00 0.000e+00))
285        	((-1.767e+01 1.043e+00 -1.100e+02) (-3.355e-01 3.209e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.645e+01 7.216e+01 8.882e+00) (4.997e-02 -6.931e-03 1.626e-01) (0.000e+00 0.000e+00 0.000e+00))
286        	((-1.767e+01 1.023e+00 -1.101e+02) (-3.356e-01 3.233e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.646e+01 7.217e+01 8.875e+00) (4.998e-02 -6.936e-03 1.626e-01) (0.000e+00 0.000e+00 0.000e+00))
287        	((-1.768e+01 1.003e+00 -1.101e+02) (-3.357e-01 3.258e-03 1.013e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.647e+01 7.219e+01 8.870e+00) (5.001e-02 -6.943e-03 1.627e-01) (0.000e+00 0.000e+00 0.000e+00))
288        	((-1.768e+01 9.832e-01 -1.101e+02) (-3.358e-01 3.275e-03 1.014e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.648e+01 7.220e+01 8.867e+00) (5.003e-02 -6.954e-03 1.627e-01) (0.000e+00 0.000e+00 0.000e+00))
289        	((-1.769e+01 9.655e-01 -1.101e+02) (-3.359e-01 3.293e-03 1.014e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-3.649e+01 7.222e+01 8.865e+00) (5.006e-02 -6.965e-03 1.628e-01) (0.000e+00 0.000e+00 0.000e+00))
