# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
96         	((-1.832e+01 6.439e-01 -1.131e+02) (-2.675e-01 2.864e-03 6.814e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.776e+01 7.406e+01 9.010e+00) (3.196e-02 1.947e-03 1.222e-01) (0.000e+00 0.000e+00 0.000e+00))
97         	((-1.831e+01 5.969e-01 -1.131e+02) (-2.691e-01 3.063e-03 6.899e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.773e+01 7.404e+01 8.989e+00) (3.253e-02 1.725e-03 1.233e-01) (0.000e+00 0.000e+00 0.000e+00))
98         	((-1.830e+01 5.364e-01 -1.131e+02) (-2.709e-01 3.278e-03 6.990e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.771e+01 7.402e+01 8.971e+00) (3.313e-02 1.493e-03 1.245e-01) (0.000e+00 0.000e+00 0.000e+00))
99         	((-1.831e+01 4.669e-01 -1.131e+02) (-2.728e-01 3.481e-03 7.084e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.770e+01 7.402e+01 8.958e+00) (3.376e-02 1.260e-03 1.259e-01) (0.000e+00 0.000e+00 0.000e+00))
100        	((-1.834e+01 3.966e-01 -1.131e+02) (-2.747e-01 3.635e-03 7.172e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.771e+01 7.403e+01 8.953e+00) (3.434e-02 1.056e-03 1.272e-01) (0.000e+00 0.000e+00 0.000e+00))
101        	((-1.838e+01 3.350e-01 -1.132e+02) (-2.766e-01 3.727e-03 7.249e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.774e+01 7.407e+01 8.958e+00) (3.485e-02 8.916e-04 1.284e-01) (0.000e+00 0.000e+00 0.000e+00))
102        	((-1.844e+01 2.919e-01 -1.133e+02) (-2.783e-01 3.756e-03 7.314e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.777e+01 7.413e+01 8.974e+00) (3.528e-02 7.651e-04 1.296e-01) (0.000e+00 0.000e+00 0.000e+00))
103        	((-1.850e+01 2.795e-01 -1.134e+02) (-2.800e-01 3.724e-03 7.367e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.781e+01 7.420e+01 9.002e+00) (3.563e-02 6.756e-04 1.307e-01) (0.000e+00 0.000e+00 0.000e+00))
104        	((-1.855e+01 3.048e-01 -1.135e+02) (-2.815e-01 3.656e-03 7.411e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.785e+01 7.426e+01 9.043e+00) (3.592e-02 6.111e-04 1.316e-01) (0.000e+00 0.000e+00 0.000e+00))
105        	((-1.861e+01 3.673e-01 -1.136e+02) (-2.828e-01 3.574e-03 7.450e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.788e+01 7.430e+01 9.094e+00) (3.617e-02 5.598e-04 1.325e-01) (0.000e+00 0.000e+00 0.000e+00))
106        	((-1.864e+01 4.590e-01 -1.137e+02) (-2.841e-01 3.503e-03 7.487e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.789e+01 7.433e+01 9.149e+00) (3.641e-02 5.111e-04 1.333e-01) (0.000e+00 0.000e+00 0.000e+00))
107        	((-1.867e+01 5.667e-01 -1.137e+02) (-2.854e-01 3.453e-03 7.527e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.789e+01 7.432e+01 9.201e+00) (3.667e-02 4.578e-04 1.342e-01) (0.000e+00 0.000e+00 0.000e+00))
108        	((-1.867e+01 6.732e-01 -1.136e+02) (-2.867e-01 3.433e-03 7.571e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.787e+01 7.429e+01 9.243e+00) (3.696e-02 3.927e-04 1.350e-01) (0.000e+00 0.000e+00 0.000e+00))
109        	((-1.866e+01 7.639e-01 -1.135e+02) (-2.880e-01 3.438e-03 7.621e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.783e+01 7.424e+01 9.271e+00) (3.727e-02 3.142e-04 1.359e-01) (0.000e+00 0.000e+00 0.000e+00))
110        	((-1.864e+01 8.270e-01 -1.134e+02) (-2.894e-01 3.453e-03 7.675e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.778e+01 7.418e+01 9.283e+00) (3.761e-02 2.292e-04 1.368e-01) (0.000e+00 0.000e+00 0.000e+00))
111        	((-1.862e+01 8.576e-01 -1.133e+02) (-2.909e-01 3.473e-03 7.730e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.774e+01 7.412e+01 9.281e+00) (3.794e-02 1.436e-04 1.377e-01) (0.000e+00 0.000e+00 0.000e+00))
112        	((-1.859e+01 8.563e-01 -1.132e+02) (-2.924e-01 3.494e-03 7.781e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.771e+01 7.406e+01 9.266e+00) (3.825e-02 6.880e-05 1.387e-01) (0.000e+00 0.000e+00 0.000e+00))
113        	((-1.857e+01 8.257e-01 -1.131e+02) (-2.938e-01 3.516e-03 7.829e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.768e+01 7.402e+01 9.242e+00) (3.852e-02 6.846e-06 1.396e-01) (0.000e+00 0.000e+00 0.000e+00))
114        	((-1.854e+01 7.795e-01 -1.131e+02) (-2.952e-01 3.539e-03 7.869e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.765e+01 7.398e+01 9.211e+00) (3.874e-02 -4.021e-05 1.405e-01) (0.000e+00 0.000e+00 0.000e+00))
115        	((-1.852e+01 7.237e-01 -1.130e+02) (-2.964e-01 3.563e-03 7.902e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.763e+01 7.396e+01 9.174e+00) (3.892e-02 -7.252e-05 1.413e-01) (0.000e+00 0.000e+00 0.000e+00))
116        	((-1.849e+01 6.693e-01 -1.130e+02) (-2.975e-01 3.590e-03 7.927e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.761e+01 7.394e+01 9.137e+00) (3.905e-02 -8.884e-05 1.420e-01) (0.000e+00 0.000e+00 0.000e+00))
117        	((-1.845e+01 6.238e-01 -1.129e+02) (-2.985e-01 3.621e-03 7.946e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.759e+01 7.392e+01 9.101e+00) (3.915e-02 -9.002e-05 1.426e-01) (0.000e+00 0.000e+00 0.000e+00))
118        	((-1.842e+01 5.935e-01 -1.129e+02) (-2.994e-01 3.662e-03 7.959e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.758e+01 7.391e+01 9.071e+00) (3.921e-02 -8.046e-05 1.432e-01) (0.000e+00 0.000e+00 0.000e+00))
119        	((-1.840e+01 5.763e-01 -1.129e+02) (-3.002e-01 3.708e-03 7.969e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.756e+01 7.391e+01 9.050e+00) (3.927e-02 -6.381e-05 1.438e-01) (0.000e+00 0.000e+00 0.000e+00))
120        	((-1.838e+01 5.696e-01 -1.129e+02) (-3.010e-01 3.764e-03 7.978e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.756e+01 7.392e+01 9.036e+00) (3.932e-02 -4.161e-05 1.443e-01) (0.000e+00 0.000e+00 0.000e+00))
121        	((-1.838e+01 5.676e-01 -1.129e+02) (-3.018e-01 3.819e-03 7.987e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.756e+01 7.395e+01 9.030e+00) (3.938e-02 -1.637e-05 1.448e-01) (0.000e+00 0.000e+00 0.000e+00))
122        	((-1.838e+01 5.660e-01 -1.130e+02) (-3.025e-01 3.872e-03 7.997e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.757e+01 7.398e+01 9.029e+00) (3.945e-02 6.324e-06 1.453e-01) (0.000e+00 0.000e+00 0.000e+00))
123        	((-1.839e+01 5.607e-01 -1.130e+02) (-3.032e-01 3.912e-03 8.008e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.759e+01 7.401e+01 9.031e+00) (3.954e-02 2.339e-05 1.457e-01) (0.000e+00 0.000e+00 0.000e+00))
124        	((-1.841e+01 5.498e-01 -1.131e+02) (-3.039e-01 3.942e-03 8.021e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.761e+01 7.405e+01 9.035e+00) (3.963e-02 3.115e-05 1.461e-01) (0.000e+00 0.000e+00 0.000e+00))
125        	((-1.844e+01 5.356e-01 -1.132e+02) (-3.045e-01 3.953e-03 8.036e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.763e+01 7.408e+01 9.041e+00) (3.973e-02 2.808e-05 1.465e-01) (0.000e+00 0.000e+00 0.000e+00))
126        	((-1.847e+01 5.206e-01 -1.132e+02) (-3.050e-01 3.949e-03 8.052e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.765e+01 7.412e+01 9.049e+00) (3.985e-02 1.254e-05 1.469e-01) (0.000e+00 0.000e+00 0.000e+00))
127        	((-1.849e+01 5.092e-01 -1.133e+02) (-3.056e-01 3.923e-03 8.070e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.767e+01 7.414e+01 9.059e+00) (3.996e-02 -1.196e-05 1.472e-01) (0.000e+00 0.000e+00 0.000e+00))
128        	((-1.852e+01 5.039e-01 -1.133e+02) (-3.061e-01 3.885e-03 8.088e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.768e+01 7.416e+01 9.070e+00) (4.008e-02 -4.530e-05 1.475e-01) (0.000e+00 0.000e+00 0.000e+00))
129        	((-1.854e+01 5.089e-01 -1.134e+02) (-3.065e-01 3.823e-03 8.107e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.769e+01 7.417e+01 9.083e+00) (4.020e-02 -8.654e-05 1.478e-01) (0.000e+00 0.000e+00 0.000e+00))
130        	((-1.855e+01 5.256e-01 -1.134e+02) (-3.070e-01 3.755e-03 8.125e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.769e+01 7.417e+01 9.096e+00) (4.032e-02 -1.327e-04 1.480e-01) (0.000e+00 0.000e+00 0.000e+00))
131        	((-1.855e+01 5.548e-01 -1.133e+02) (-3.074e-01 3.665e-03 8.143e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.768e+01 7.416e+01 9.109e+00) (4.042e-02 -1.788e-04 1.482e-01) (0.000e+00 0.000e+00 0.000e+00))
132        	((-1.854e+01 5.929e-01 -1.133e+02) (-3.077e-01 3.569e-03 8.158e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.767e+01 7.414e+01 9.118e+00) (4.050e-02 -2.214e-04 1.484e-01) (0.000e+00 0.000e+00 0.000e+00))
133        	((-1.851e+01 6.357e-01 -1.133e+02) (-3.080e-01 3.469e-03 8.171e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.765e+01 7.411e+01 9.123e+00) (4.056e-02 -2.574e-04 1.485e-01) (0.000e+00 0.000e+00 0.000e+00))
134        	((-1.848e+01 6.789e-01 -1.132e+02) (-3.083e-01 3.364e-03 8.179e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.763e+01 7.408e+01 9.122e+00) (4.060e-02 -2.850e-04 1.486e-01) (0.000e+00 0.000e+00 0.000e+00))
135        	((-1.844e+01 7.186e-01 -1.132e+02) (-3.085e-01 3.263e-03 8.185e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.760e+01 7.405e+01 9.115e+00) (4.062e-02 -3.023e-04 1.487e-01) (0.000e+00 0.000e+00 0.000e+00))
136        	((-1.840e+01 7.519e-01 -1.131e+02) (-3.087e-01 3.169e-03 8.186e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.757e+01 7.402e+01 9.101e+00) (4.061e-02 -3.100e-04 1.488e-01) (0.000e+00 0.000e+00 0.000e+00))
137        	((-1.835e+01 7.768e-01 -1.130e+02) (-3.089e-01 3.092e-03 8.186e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.754e+01 7.399e+01 9.083e+00) (4.059e-02 -3.117e-04 1.488e-01) (0.000e+00 0.000e+00 0.000e+00))
138        	((-1.830e+01 7.929e-01 -1.130e+02) (-3.090e-01 3.034e-03 8.184e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.751e+01 7.396e+01 9.060e+00) (4.057e-02 -3.096e-04 1.489e-01) (0.000e+00 0.000e+00 0.000e+00))
139        	((-1.824e+01 7.995e-01 -1.129e+02) (-3.092e-01 3.001e-03 8.183e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.749e+01 7.393e+01 9.035e+00) (4.055e-02 -3.070e-04 1.489e-01) (0.000e+00 0.000e+00 0.000e+00))
140        	((-1.820e+01 7.974e-01 -1.128e+02) (-3.093e-01 2.998e-03 8.183e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.746e+01 7.390e+01 9.010e+00) (4.054e-02 -3.098e-04 1.490e-01) (0.000e+00 0.000e+00 0.000e+00))
141        	((-1.816e+01 7.864e-01 -1.128e+02) (-3.096e-01 3.024e-03 8.188e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.744e+01 7.387e+01 8.986e+00) (4.056e-02 -3.213e-04 1.491e-01) (0.000e+00 0.000e+00 0.000e+00))
142        	((-1.813e+01 7.700e-01 -1.127e+02) (-3.098e-01 3.073e-03 8.196e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.743e+01 7.385e+01 8.965e+00) (4.060e-02 -3.449e-04 1.493e-01) (0.000e+00 0.000e+00 0.000e+00))
143        	((-1.811e+01 7.495e-01 -1.127e+02) (-3.101e-01 3.141e-03 8.209e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.742e+01 7.383e+01 8.948e+00) (4.067e-02 -3.799e-04 1.495e-01) (0.000e+00 0.000e+00 0.000e+00))
144        	((-1.810e+01 7.272e-01 -1.127e+02) (-3.105e-01 3.228e-03 8.226e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.741e+01 7.382e+01 8.936e+00) (4.077e-02 -4.286e-04 1.497e-01) (0.000e+00 0.000e+00 0.000e+00))
145        	((-1.809e+01 7.065e-01 -1.126e+02) (-3.109e-01 3.314e-03 8.247e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.741e+01 7.381e+01 8.929e+00) (4.089e-02 -4.911e-04 1.500e-01) (0.000e+00 0.000e+00 0.000e+00))
146        	((-1.810e+01 6.898e-01 -1.126e+02) (-3.113e-01 3.398e-03 8.272e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.741e+01 7.380e+01 8.927e+00) (4.103e-02 -5.647e-04 1.502e-01) (0.000e+00 0.000e+00 0.000e+00))
147        	((-1.811e+01 6.787e-01 -1.126e+02) (-3.117e-01 3.471e-03 8.298e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.742e+01 7.380e+01 8.931e+00) (4.119e-02 -6.470e-04 1.505e-01) (0.000e+00 0.000e+00 0.000e+00))
148        	((-1.813e+01 6.739e-01 -1.126e+02) (-3.121e-01 3.529e-03 8.325e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.742e+01 7.380e+01 8.940e+00) (4.135e-02 -7.326e-04 1.507e-01) (0.000e+00 0.000e+00 0.000e+00))
149        	((-1.815e+01 6.751e-01 -1.127e+02) (-3.124e-01 3.567e-03 8.350e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.743e+01 7.380e+01 8.953e+00) (4.150e-02 -8.172e-04 1.509e-01) (0.000e+00 0.000e+00 0.000e+00))
150        	((-1.818e+01 6.809e-01 -1.127e+02) (-3.128e-01 3.580e-03 8.374e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.744e+01 7.381e+01 8.968e+00) (4.164e-02 -8.965e-04 1.511e-01) (0.000e+00 0.000e+00 0.000e+00))
151        	((-1.820e+01 6.902e-01 -1.127e+02) (-3.130e-01 3.572e-03 8.394e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.746e+01 7.383e+01 8.986e+00) (4.177e-02 -9.685e-04 1.513e-01) (0.000e+00 0.000e+00 0.000e+00))
152        	((-1.823e+01 7.012e-01 -1.128e+02) (-3.133e-01 3.547e-03 8.412e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.748e+01 7.385e+01 9.004e+00) (4.188e-02 -1.033e-03 1.514e-01) (0.000e+00 0.000e+00 0.000e+00))
153        	((-1.826e+01 7.132e-01 -1.128e+02) (-3.135e-01 3.512e-03 8.428e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.750e+01 7.388e+01 9.021e+00) (4.198e-02 -1.089e-03 1.516e-01) (0.000e+00 0.000e+00 0.000e+00))
154        	((-1.829e+01 7.245e-01 -1.129e+02) (-3.138e-01 3.476e-03 8.442e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.752e+01 7.391e+01 9.035e+00) (4.207e-02 -1.141e-03 1.517e-01) (0.000e+00 0.000e+00 0.000e+00))
155        	((-1.830e+01 7.355e-01 -1.129e+02) (-3.140e-01 3.439e-03 8.457e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.754e+01 7.394e+01 9.047e+00) (4.216e-02 -1.188e-03 1.518e-01) (0.000e+00 0.000e+00 0.000e+00))
156        	((-1.832e+01 7.445e-01 -1.130e+02) (-3.143e-01 3.416e-03 8.471e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.755e+01 7.397e+01 9.054e+00) (4.225e-02 -1.234e-03 1.519e-01) (0.000e+00 0.000e+00 0.000e+00))
157        	((-1.832e+01 7.525e-01 -1.130e+02) (-3.146e-01 3.398e-03 8.488e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.756e+01 7.399e+01 9.058e+00) (4.234e-02 -1.280e-03 1.521e-01) (0.000e+00 0.000e+00 0.000e+00))
158        	((-1.832e+01 7.570e-01 -1.130e+02) (-3.149e-01 3.402e-03 8.506e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.757e+01 7.400e+01 9.058e+00) (4.245e-02 -1.330e-03 1.523e-01) (0.000e+00 0.000e+00 0.000e+00))
159        	((-1.832e+01 7.605e-01 -1.130e+02) (-3.153e-01 3.409e-03 8.526e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.757e+01 7.400e+01 9.053e+00) (4.257e-02 -1.385e-03 1.525e-01) (0.000e+00 0.000e+00 0.000e+00))
160        	((-1.830e+01 7.596e-01 -1.130e+02) (-3.157e-01 3.431e-03 8.549e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.756e+01 7.400e+01 9.045e+00) (4.270e-02 -1.443e-03 1.527e-01) (0.000e+00 0.000e+00 0.000e+00))
161        	((-1.828e+01 7.574e-01 -1.130e+02) (-3.161e-01 3.454e-03 8.572e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.754e+01 7.398e+01 9.034e+00) (4.283e-02 -1.504e-03 1.530e-01) (0.000e+00 0.000e+00 0.000e+00))
162        	((-1.826e+01 7.510e-01 -1.129e+02) (-3.165e-01 3.482e-03 8.595e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.751e+01 7.395e+01 9.021e+00) (4.296e-02 -1.565e-03 1.532e-01) (0.000e+00 0.000e+00 0.000e+00))
163        	((-1.824e+01 7.431e-01 -1.128e+02) (-3.168e-01 3.506e-03 8.615e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.749e+01 7.391e+01 9.006e+00) (4.307e-02 -1.621e-03 1.535e-01) (0.000e+00 0.000e+00 0.000e+00))
164        	((-1.821e+01 7.316e-01 -1.128e+02) (-3.172e-01 3.525e-03 8.632e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.746e+01 7.387e+01 8.990e+00) (4.316e-02 -1.671e-03 1.537e-01) (0.000e+00 0.000e+00 0.000e+00))
165        	((-1.819e+01 7.201e-01 -1.127e+02) (-3.175e-01 3.538e-03 8.646e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.743e+01 7.383e+01 8.974e+00) (4.323e-02 -1.711e-03 1.538e-01) (0.000e+00 0.000e+00 0.000e+00))
166        	((-1.817e+01 7.075e-01 -1.126e+02) (-3.177e-01 3.545e-03 8.655e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.740e+01 7.380e+01 8.959e+00) (4.328e-02 -1.742e-03 1.540e-01) (0.000e+00 0.000e+00 0.000e+00))
167        	((-1.815e+01 6.980e-01 -1.126e+02) (-3.178e-01 3.546e-03 8.659e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.737e+01 7.376e+01 8.945e+00) (4.330e-02 -1.764e-03 1.541e-01) (0.000e+00 0.000e+00 0.000e+00))
168        	((-1.813e+01 6.905e-01 -1.125e+02) (-3.179e-01 3.550e-03 8.661e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.735e+01 7.373e+01 8.933e+00) (4.331e-02 -1.778e-03 1.541e-01) (0.000e+00 0.000e+00 0.000e+00))
169        	((-1.811e+01 6.884e-01 -1.125e+02) (-3.179e-01 3.556e-03 8.660e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.732e+01 7.369e+01 8.924e+00) (4.331e-02 -1.788e-03 1.541e-01) (0.000e+00 0.000e+00 0.000e+00))
170        	((-1.810e+01 6.892e-01 -1.124e+02) (-3.179e-01 3.570e-03 8.660e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.730e+01 7.367e+01 8.919e+00) (4.331e-02 -1.796e-03 1.541e-01) (0.000e+00 0.000e+00 0.000e+00))
171        	((-1.809e+01 6.946e-01 -1.124e+02) (-3.179e-01 3.584e-03 8.661e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.729e+01 7.364e+01 8.917e+00) (4.333e-02 -1.804e-03 1.542e-01) (0.000e+00 0.000e+00 0.000e+00))
172        	((-1.809e+01 7.003e-01 -1.123e+02) (-3.180e-01 3.605e-03 8.665e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.727e+01 7.362e+01 8.917e+00) (4.336e-02 -1.816e-03 1.542e-01) (0.000e+00 0.000e+00 0.000e+00))
173        	((-1.809e+01 7.082e-01 -1.123e+02) (-3.180e-01 3.620e-03 8.671e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.726e+01 7.360e+01 8.921e+00) (4.341e-02 -1.833e-03 1.543e-01) (0.000e+00 0.000e+00 0.000e+00))
174        	((-1.809e+01 7.136e-01 -1.123e+02) (-3.182e-01 3.635e-03 8.681e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.725e+01 7.358e+01 8.927e+00) (4.347e-02 -1.855e-03 1.544e-01) (0.000e+00 0.000e+00 0.000e+00))
175        	((-1.810e+01 7.198e-01 -1.123e+02) (-3.184e-01 3.642e-03 8.694e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.724e+01 7.356e+01 8.934e+00) (4.356e-02 -1.884e-03 1.545e-01) (0.000e+00 0.000e+00 0.000e+00))
176        	((-1.811e+01 7.235e-01 -1.122e+02) (-3.186e-01 3.640e-03 8.709e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.723e+01 7.353e+01 8.942e+00) (4.366e-02 -1.918e-03 1.546e-01) (0.000e+00 0.000e+00 0.000e+00))
177        	((-1.812e+01 7.284e-01 -1.122e+02) (-3.188e-01 3.630e-03 8.725e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.721e+01 7.350e+01 8.950e+00) (4.376e-02 -1.954e-03 1.548e-01) (0.000e+00 0.000e+00 0.000e+00))
178        	((-1.813e+01 7.321e-01 -1.121e+02) (-3.191e-01 3.612e-03 8.742e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.719e+01 7.347e+01 8.957e+00) (4.386e-02 -1.989e-03 1.549e-01) (0.000e+00 0.000e+00 0.000e+00))
179        	((-1.813e+01 7.385e-01 -1.121e+02) (-3.193e-01 3.581e-03 8.756e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.717e+01 7.344e+01 8.962e+00) (4.394e-02 -2.019e-03 1.551e-01) (0.000e+00 0.000e+00 0.000e+00))
180        	((-1.813e+01 7.450e-01 -1.120e+02) (-3.196e-01 3.552e-03 8.768e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.714e+01 7.339e+01 8.964e+00) (4.401e-02 -2.043e-03 1.552e-01) (0.000e+00 0.000e+00 0.000e+00))
181        	((-1.812e+01 7.546e-01 -1.120e+02) (-3.198e-01 3.516e-03 8.777e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.711e+01 7.335e+01 8.962e+00) (4.406e-02 -2.061e-03 1.553e-01) (0.000e+00 0.000e+00 0.000e+00))
182        	((-1.811e+01 7.638e-01 -1.119e+02) (-3.200e-01 3.487e-03 8.783e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.707e+01 7.329e+01 8.957e+00) (4.408e-02 -2.068e-03 1.554e-01) (0.000e+00 0.000e+00 0.000e+00))
183        	((-1.808e+01 7.747e-01 -1.118e+02) (-3.201e-01 3.461e-03 8.786e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.703e+01 7.324e+01 8.948e+00) (4.409e-02 -2.067e-03 1.555e-01) (0.000e+00 0.000e+00 0.000e+00))
184        	((-1.806e+01 7.829e-01 -1.117e+02) (-3.203e-01 3.449e-03 8.786e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.699e+01 7.319e+01 8.935e+00) (4.408e-02 -2.056e-03 1.555e-01) (0.000e+00 0.000e+00 0.000e+00))
185        	((-1.803e+01 7.906e-01 -1.116e+02) (-3.204e-01 3.445e-03 8.784e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.695e+01 7.314e+01 8.920e+00) (4.405e-02 -2.038e-03 1.556e-01) (0.000e+00 0.000e+00 0.000e+00))
186        	((-1.799e+01 7.935e-01 -1.115e+02) (-3.205e-01 3.458e-03 8.781e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.692e+01 7.310e+01 8.903e+00) (4.402e-02 -2.013e-03 1.557e-01) (0.000e+00 0.000e+00 0.000e+00))
187        	((-1.796e+01 7.943e-01 -1.115e+02) (-3.207e-01 3.477e-03 8.776e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.689e+01 7.306e+01 8.886e+00) (4.398e-02 -1.982e-03 1.557e-01) (0.000e+00 0.000e+00 0.000e+00))
188        	((-1.794e+01 7.895e-01 -1.114e+02) (-3.208e-01 3.509e-03 8.770e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.687e+01 7.303e+01 8.869e+00) (4.394e-02 -1.947e-03 1.558e-01) (0.000e+00 0.000e+00 0.000e+00))
189        	((-1.791e+01 7.830e-01 -1.114e+02) (-3.210e-01 3.545e-03 8.765e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.685e+01 7.300e+01 8.853e+00) (4.390e-02 -1.909e-03 1.559e-01) (0.000e+00 0.000e+00 0.000e+00))
190        	((-1.790e+01 7.723e-01 -1.113e+02) (-3.211e-01 3.588e-03 8.759e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.684e+01 7.299e+01 8.839e+00) (4.386e-02 -1.870e-03 1.560e-01) (0.000e+00 0.000e+00 0.000e+00))
191        	((-1.788e+01 7.628e-01 -1.113e+02) (-3.213e-01 3.624e-03 8.754e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.684e+01 7.297e+01 8.828e+00) (4.383e-02 -1.829e-03 1.560e-01) (0.000e+00 0.000e+00 0.000e+00))
192        	((-1.787e+01 7.527e-01 -1.113e+02) (-3.214e-01 3.662e-03 8.748e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.684e+01 7.296e+01 8.819e+00) (4.379e-02 -1.789e-03 1.561e-01) (0.000e+00 0.000e+00 0.000e+00))
