# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
93         	((-4.501e+00 -2.062e+00 -1.078e+02) (-2.162e-01 -1.269e-02 1.052e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.331e+01 -9.790e+01 4.101e+00) (1.239e-03 5.016e-02 8.718e-02) (0.000e+00 0.000e+00 0.000e+00))
94         	((-4.529e+00 -2.060e+00 -1.089e+02) (-2.183e-01 -1.238e-02 1.039e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.364e+01 -9.892e+01 4.097e+00) (1.235e-03 5.044e-02 8.776e-02) (0.000e+00 0.000e+00 0.000e+00))
95         	((-4.550e+00 -2.063e+00 -1.100e+02) (-2.205e-01 -1.203e-02 1.028e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.396e+01 -9.991e+01 4.098e+00) (1.269e-03 5.082e-02 8.838e-02) (0.000e+00 0.000e+00 0.000e+00))
96         	((-4.561e+00 -2.071e+00 -1.110e+02) (-2.228e-01 -1.162e-02 1.015e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.424e+01 -1.008e+02 4.101e+00) (1.284e-03 5.115e-02 8.900e-02) (0.000e+00 0.000e+00 0.000e+00))
97         	((-4.562e+00 -2.082e+00 -1.118e+02) (-2.252e-01 -1.115e-02 1.005e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.447e+01 -1.015e+02 4.105e+00) (1.337e-03 5.152e-02 8.961e-02) (0.000e+00 0.000e+00 0.000e+00))
98         	((-4.556e+00 -2.097e+00 -1.124e+02) (-2.277e-01 -1.070e-02 9.982e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.465e+01 -1.020e+02 4.112e+00) (1.401e-03 5.192e-02 9.023e-02) (0.000e+00 0.000e+00 0.000e+00))
99         	((-4.544e+00 -2.115e+00 -1.130e+02) (-2.305e-01 -1.028e-02 9.873e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.482e+01 -1.025e+02 4.121e+00) (1.443e-03 5.235e-02 9.100e-02) (0.000e+00 0.000e+00 0.000e+00))
100        	((-4.529e+00 -2.134e+00 -1.135e+02) (-2.336e-01 -9.902e-03 9.774e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.499e+01 -1.030e+02 4.130e+00) (1.476e-03 5.284e-02 9.189e-02) (0.000e+00 0.000e+00 0.000e+00))
101        	((-4.515e+00 -2.152e+00 -1.142e+02) (-2.369e-01 -9.617e-03 9.650e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.519e+01 -1.036e+02 4.139e+00) (1.488e-03 5.333e-02 9.284e-02) (0.000e+00 0.000e+00 0.000e+00))
102        	((-4.502e+00 -2.167e+00 -1.149e+02) (-2.402e-01 -9.454e-03 9.563e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.541e+01 -1.042e+02 4.148e+00) (1.502e-03 5.386e-02 9.390e-02) (0.000e+00 0.000e+00 0.000e+00))
103        	((-4.494e+00 -2.179e+00 -1.157e+02) (-2.438e-01 -9.412e-03 9.515e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.564e+01 -1.049e+02 4.157e+00) (1.520e-03 5.444e-02 9.509e-02) (0.000e+00 0.000e+00 0.000e+00))
104        	((-4.495e+00 -2.185e+00 -1.165e+02) (-2.474e-01 -9.423e-03 9.441e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.586e+01 -1.055e+02 4.167e+00) (1.512e-03 5.502e-02 9.637e-02) (0.000e+00 0.000e+00 0.000e+00))
105        	((-4.506e+00 -2.188e+00 -1.172e+02) (-2.512e-01 -9.517e-03 9.325e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.603e+01 -1.062e+02 4.179e+00) (1.461e-03 5.562e-02 9.777e-02) (0.000e+00 0.000e+00 0.000e+00))
106        	((-4.522e+00 -2.186e+00 -1.176e+02) (-2.553e-01 -9.701e-03 9.185e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.610e+01 -1.067e+02 4.192e+00) (1.378e-03 5.624e-02 9.931e-02) (0.000e+00 0.000e+00 0.000e+00))
107        	((-4.538e+00 -2.182e+00 -1.178e+02) (-2.594e-01 -9.969e-03 9.038e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.606e+01 -1.069e+02 4.204e+00) (1.272e-03 5.687e-02 1.009e-01) (0.000e+00 0.000e+00 0.000e+00))
108        	((-4.542e+00 -2.176e+00 -1.175e+02) (-2.636e-01 -1.035e-02 8.932e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.589e+01 -1.067e+02 4.213e+00) (1.168e-03 5.753e-02 1.027e-01) (0.000e+00 0.000e+00 0.000e+00))
109        	((-4.529e+00 -2.169e+00 -1.169e+02) (-2.679e-01 -1.080e-02 8.851e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.560e+01 -1.061e+02 4.216e+00) (1.061e-03 5.820e-02 1.045e-01) (0.000e+00 0.000e+00 0.000e+00))
110        	((-4.500e+00 -2.162e+00 -1.160e+02) (-2.723e-01 -1.132e-02 8.767e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.521e+01 -1.052e+02 4.214e+00) (9.334e-04 5.886e-02 1.065e-01) (0.000e+00 0.000e+00 0.000e+00))
111        	((-4.459e+00 -2.154e+00 -1.149e+02) (-2.767e-01 -1.194e-02 8.691e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.480e+01 -1.041e+02 4.207e+00) (7.956e-04 5.951e-02 1.085e-01) (0.000e+00 0.000e+00 0.000e+00))
112        	((-4.416e+00 -2.149e+00 -1.138e+02) (-2.811e-01 -1.259e-02 8.628e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.441e+01 -1.030e+02 4.199e+00) (6.475e-04 6.015e-02 1.106e-01) (0.000e+00 0.000e+00 0.000e+00))
113        	((-4.378e+00 -2.148e+00 -1.129e+02) (-2.853e-01 -1.328e-02 8.576e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.410e+01 -1.019e+02 4.194e+00) (5.017e-04 6.077e-02 1.127e-01) (0.000e+00 0.000e+00 0.000e+00))
114        	((-4.356e+00 -2.149e+00 -1.123e+02) (-2.895e-01 -1.397e-02 8.537e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.396e+01 -1.013e+02 4.192e+00) (3.582e-04 6.140e-02 1.148e-01) (0.000e+00 0.000e+00 0.000e+00))
115        	((-4.357e+00 -2.154e+00 -1.123e+02) (-2.934e-01 -1.465e-02 8.522e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.399e+01 -1.011e+02 4.197e+00) (2.327e-04 6.202e-02 1.168e-01) (0.000e+00 0.000e+00 0.000e+00))
116        	((-4.382e+00 -2.161e+00 -1.127e+02) (-2.972e-01 -1.533e-02 8.540e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.418e+01 -1.015e+02 4.210e+00) (1.212e-04 6.266e-02 1.188e-01) (0.000e+00 0.000e+00 0.000e+00))
117        	((-4.424e+00 -2.170e+00 -1.135e+02) (-3.008e-01 -1.599e-02 8.619e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.447e+01 -1.021e+02 4.227e+00) (4.897e-05 6.330e-02 1.207e-01) (0.000e+00 0.000e+00 0.000e+00))
118        	((-4.472e+00 -2.179e+00 -1.143e+02) (-3.041e-01 -1.662e-02 8.758e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.480e+01 -1.029e+02 4.245e+00) (1.297e-05 6.396e-02 1.225e-01) (0.000e+00 0.000e+00 0.000e+00))
119        	((-4.517e+00 -2.189e+00 -1.151e+02) (-3.072e-01 -1.720e-02 8.929e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.512e+01 -1.036e+02 4.261e+00) (3.604e-06 6.459e-02 1.241e-01) (0.000e+00 0.000e+00 0.000e+00))
120        	((-4.558e+00 -2.198e+00 -1.157e+02) (-3.102e-01 -1.779e-02 9.163e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.542e+01 -1.043e+02 4.276e+00) (3.375e-05 6.525e-02 1.256e-01) (0.000e+00 0.000e+00 0.000e+00))
121        	((-4.590e+00 -2.209e+00 -1.162e+02) (-3.130e-01 -1.839e-02 9.378e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.569e+01 -1.047e+02 4.287e+00) (5.197e-05 6.588e-02 1.271e-01) (0.000e+00 0.000e+00 0.000e+00))
122        	((-4.612e+00 -2.220e+00 -1.166e+02) (-3.159e-01 -1.902e-02 9.577e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.592e+01 -1.051e+02 4.295e+00) (4.600e-05 6.652e-02 1.286e-01) (0.000e+00 0.000e+00 0.000e+00))
123        	((-4.623e+00 -2.232e+00 -1.168e+02) (-3.187e-01 -1.971e-02 9.638e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.611e+01 -1.053e+02 4.300e+00) (-6.102e-05 6.706e-02 1.302e-01) (0.000e+00 0.000e+00 0.000e+00))
124        	((-4.627e+00 -2.245e+00 -1.168e+02) (-3.215e-01 -2.046e-02 9.698e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.625e+01 -1.053e+02 4.304e+00) (-1.840e-04 6.761e-02 1.318e-01) (0.000e+00 0.000e+00 0.000e+00))
125        	((-4.625e+00 -2.258e+00 -1.167e+02) (-3.243e-01 -2.124e-02 9.715e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.633e+01 -1.052e+02 4.309e+00) (-3.400e-04 6.814e-02 1.334e-01) (0.000e+00 0.000e+00 0.000e+00))
126        	((-4.618e+00 -2.274e+00 -1.164e+02) (-3.271e-01 -2.202e-02 9.690e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.632e+01 -1.049e+02 4.317e+00) (-5.217e-04 6.863e-02 1.351e-01) (0.000e+00 0.000e+00 0.000e+00))
127        	((-4.606e+00 -2.291e+00 -1.159e+02) (-3.298e-01 -2.279e-02 9.645e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.625e+01 -1.045e+02 4.328e+00) (-7.116e-04 6.909e-02 1.368e-01) (0.000e+00 0.000e+00 0.000e+00))
128        	((-4.591e+00 -2.313e+00 -1.152e+02) (-3.324e-01 -2.358e-02 9.620e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.611e+01 -1.040e+02 4.345e+00) (-8.929e-04 6.952e-02 1.386e-01) (0.000e+00 0.000e+00 0.000e+00))
129        	((-4.571e+00 -2.339e+00 -1.145e+02) (-3.350e-01 -2.443e-02 9.652e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.592e+01 -1.033e+02 4.367e+00) (-1.045e-03 6.997e-02 1.404e-01) (0.000e+00 0.000e+00 0.000e+00))
130        	((-4.548e+00 -2.370e+00 -1.136e+02) (-3.377e-01 -2.536e-02 9.664e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.570e+01 -1.025e+02 4.394e+00) (-1.220e-03 7.042e-02 1.423e-01) (0.000e+00 0.000e+00 0.000e+00))
131        	((-4.522e+00 -2.405e+00 -1.126e+02) (-3.405e-01 -2.628e-02 9.668e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.546e+01 -1.017e+02 4.426e+00) (-1.395e-03 7.089e-02 1.444e-01) (0.000e+00 0.000e+00 0.000e+00))
132        	((-4.495e+00 -2.443e+00 -1.117e+02) (-3.434e-01 -2.716e-02 9.675e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.523e+01 -1.010e+02 4.461e+00) (-1.557e-03 7.139e-02 1.466e-01) (0.000e+00 0.000e+00 0.000e+00))
133        	((-4.467e+00 -2.482e+00 -1.109e+02) (-3.465e-01 -2.800e-02 9.678e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.503e+01 -1.003e+02 4.498e+00) (-1.712e-03 7.193e-02 1.488e-01) (0.000e+00 0.000e+00 0.000e+00))
134        	((-4.442e+00 -2.519e+00 -1.102e+02) (-3.497e-01 -2.876e-02 9.695e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.487e+01 -9.968e+01 4.535e+00) (-1.843e-03 7.251e-02 1.510e-01) (0.000e+00 0.000e+00 0.000e+00))
135        	((-4.420e+00 -2.553e+00 -1.095e+02) (-3.529e-01 -2.945e-02 9.730e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.472e+01 -9.915e+01 4.568e+00) (-1.949e-03 7.313e-02 1.533e-01) (0.000e+00 0.000e+00 0.000e+00))
136        	((-4.404e+00 -2.580e+00 -1.089e+02) (-3.563e-01 -3.009e-02 9.773e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.458e+01 -9.866e+01 4.596e+00) (-2.047e-03 7.377e-02 1.556e-01) (0.000e+00 0.000e+00 0.000e+00))
137        	((-4.394e+00 -2.599e+00 -1.083e+02) (-3.598e-01 -3.066e-02 9.788e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.442e+01 -9.821e+01 4.618e+00) (-2.142e-03 7.441e-02 1.579e-01) (0.000e+00 0.000e+00 0.000e+00))
138        	((-4.395e+00 -2.610e+00 -1.077e+02) (-3.635e-01 -3.116e-02 9.845e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.425e+01 -9.780e+01 4.633e+00) (-2.205e-03 7.511e-02 1.602e-01) (0.000e+00 0.000e+00 0.000e+00))
139        	((-4.402e+00 -2.611e+00 -1.071e+02) (-3.673e-01 -3.159e-02 9.945e-03) (0.000e+00 0.000e+00 0.000e+00)) ((-3.409e+01 -9.744e+01 4.639e+00) (-2.235e-03 7.586e-02 1.626e-01) (0.000e+00 0.000e+00 0.000e+00))
140        	((-4.412e+00 -2.604e+00 -1.066e+02) (-3.711e-01 -3.195e-02 1.007e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.392e+01 -9.713e+01 4.635e+00) (-2.238e-03 7.666e-02 1.649e-01) (0.000e+00 0.000e+00 0.000e+00))
141        	((-4.423e+00 -2.587e+00 -1.061e+02) (-3.751e-01 -3.225e-02 1.017e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.376e+01 -9.683e+01 4.622e+00) (-2.247e-03 7.746e-02 1.671e-01) (0.000e+00 0.000e+00 0.000e+00))
142        	((-4.428e+00 -2.564e+00 -1.056e+02) (-3.790e-01 -3.252e-02 1.026e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.359e+01 -9.651e+01 4.600e+00) (-2.259e-03 7.827e-02 1.694e-01) (0.000e+00 0.000e+00 0.000e+00))
143        	((-4.427e+00 -2.537e+00 -1.051e+02) (-3.830e-01 -3.281e-02 1.040e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.340e+01 -9.614e+01 4.571e+00) (-2.253e-03 7.914e-02 1.716e-01) (0.000e+00 0.000e+00 0.000e+00))
144        	((-4.416e+00 -2.507e+00 -1.045e+02) (-3.870e-01 -3.316e-02 1.055e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.318e+01 -9.570e+01 4.538e+00) (-2.246e-03 8.003e-02 1.739e-01) (0.000e+00 0.000e+00 0.000e+00))
145        	((-4.396e+00 -2.477e+00 -1.039e+02) (-3.911e-01 -3.356e-02 1.070e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.294e+01 -9.516e+01 4.502e+00) (-2.257e-03 8.094e-02 1.762e-01) (0.000e+00 0.000e+00 0.000e+00))
146        	((-4.367e+00 -2.449e+00 -1.033e+02) (-3.952e-01 -3.403e-02 1.083e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.268e+01 -9.457e+01 4.465e+00) (-2.296e-03 8.181e-02 1.785e-01) (0.000e+00 0.000e+00 0.000e+00))
147        	((-4.329e+00 -2.424e+00 -1.027e+02) (-3.992e-01 -3.458e-02 1.095e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.241e+01 -9.393e+01 4.431e+00) (-2.358e-03 8.268e-02 1.810e-01) (0.000e+00 0.000e+00 0.000e+00))
148        	((-4.284e+00 -2.404e+00 -1.020e+02) (-4.033e-01 -3.519e-02 1.108e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.215e+01 -9.326e+01 4.401e+00) (-2.436e-03 8.351e-02 1.834e-01) (0.000e+00 0.000e+00 0.000e+00))
149        	((-4.232e+00 -2.389e+00 -1.014e+02) (-4.073e-01 -3.590e-02 1.121e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.189e+01 -9.255e+01 4.375e+00) (-2.532e-03 8.434e-02 1.860e-01) (0.000e+00 0.000e+00 0.000e+00))
150        	((-4.173e+00 -2.382e+00 -1.009e+02) (-4.113e-01 -3.668e-02 1.132e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.165e+01 -9.184e+01 4.354e+00) (-2.658e-03 8.513e-02 1.886e-01) (0.000e+00 0.000e+00 0.000e+00))
151        	((-4.110e+00 -2.381e+00 -1.004e+02) (-4.153e-01 -3.754e-02 1.143e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.144e+01 -9.116e+01 4.340e+00) (-2.802e-03 8.589e-02 1.912e-01) (0.000e+00 0.000e+00 0.000e+00))
152        	((-4.044e+00 -2.387e+00 -9.996e+01) (-4.192e-01 -3.844e-02 1.154e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.126e+01 -9.052e+01 4.332e+00) (-2.951e-03 8.665e-02 1.939e-01) (0.000e+00 0.000e+00 0.000e+00))
153        	((-3.978e+00 -2.398e+00 -9.962e+01) (-4.231e-01 -3.945e-02 1.170e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.112e+01 -8.995e+01 4.329e+00) (-3.096e-03 8.743e-02 1.966e-01) (0.000e+00 0.000e+00 0.000e+00))
154        	((-3.915e+00 -2.413e+00 -9.937e+01) (-4.268e-01 -4.047e-02 1.188e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.103e+01 -8.948e+01 4.331e+00) (-3.222e-03 8.820e-02 1.993e-01) (0.000e+00 0.000e+00 0.000e+00))
155        	((-3.856e+00 -2.431e+00 -9.923e+01) (-4.304e-01 -4.150e-02 1.212e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.099e+01 -8.910e+01 4.336e+00) (-3.315e-03 8.901e-02 2.019e-01) (0.000e+00 0.000e+00 0.000e+00))
156        	((-3.802e+00 -2.451e+00 -9.916e+01) (-4.338e-01 -4.248e-02 1.239e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.098e+01 -8.880e+01 4.342e+00) (-3.384e-03 8.982e-02 2.043e-01) (0.000e+00 0.000e+00 0.000e+00))
157        	((-3.755e+00 -2.472e+00 -9.916e+01) (-4.371e-01 -4.341e-02 1.270e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.101e+01 -8.858e+01 4.350e+00) (-3.421e-03 9.067e-02 2.066e-01) (0.000e+00 0.000e+00 0.000e+00))
158        	((-3.718e+00 -2.491e+00 -9.926e+01) (-4.404e-01 -4.428e-02 1.301e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.108e+01 -8.847e+01 4.358e+00) (-3.441e-03 9.150e-02 2.088e-01) (0.000e+00 0.000e+00 0.000e+00))
159        	((-3.692e+00 -2.507e+00 -9.944e+01) (-4.437e-01 -4.512e-02 1.337e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.117e+01 -8.847e+01 4.364e+00) (-3.433e-03 9.237e-02 2.109e-01) (0.000e+00 0.000e+00 0.000e+00))
160        	((-3.678e+00 -2.519e+00 -9.971e+01) (-4.468e-01 -4.592e-02 1.374e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.128e+01 -8.859e+01 4.367e+00) (-3.409e-03 9.322e-02 2.129e-01) (0.000e+00 0.000e+00 0.000e+00))
161        	((-3.676e+00 -2.523e+00 -1.001e+02) (-4.497e-01 -4.664e-02 1.414e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.143e+01 -8.885e+01 4.364e+00) (-3.363e-03 9.408e-02 2.146e-01) (0.000e+00 0.000e+00 0.000e+00))
162        	((-3.683e+00 -2.519e+00 -1.005e+02) (-4.525e-01 -4.729e-02 1.452e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.160e+01 -8.921e+01 4.354e+00) (-3.316e-03 9.490e-02 2.162e-01) (0.000e+00 0.000e+00 0.000e+00))
163        	((-3.696e+00 -2.506e+00 -1.011e+02) (-4.552e-01 -4.785e-02 1.492e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.179e+01 -8.966e+01 4.336e+00) (-3.248e-03 9.573e-02 2.176e-01) (0.000e+00 0.000e+00 0.000e+00))
164        	((-3.712e+00 -2.485e+00 -1.017e+02) (-4.578e-01 -4.835e-02 1.530e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.201e+01 -9.015e+01 4.310e+00) (-3.185e-03 9.655e-02 2.189e-01) (0.000e+00 0.000e+00 0.000e+00))
165        	((-3.725e+00 -2.458e+00 -1.022e+02) (-4.604e-01 -4.878e-02 1.569e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.221e+01 -9.060e+01 4.276e+00) (-3.105e-03 9.738e-02 2.201e-01) (0.000e+00 0.000e+00 0.000e+00))
166        	((-3.733e+00 -2.426e+00 -1.027e+02) (-4.630e-01 -4.914e-02 1.606e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.238e+01 -9.095e+01 4.236e+00) (-3.028e-03 9.817e-02 2.212e-01) (0.000e+00 0.000e+00 0.000e+00))
167        	((-3.735e+00 -2.391e+00 -1.030e+02) (-4.655e-01 -4.947e-02 1.647e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.249e+01 -9.115e+01 4.192e+00) (-2.930e-03 9.903e-02 2.223e-01) (0.000e+00 0.000e+00 0.000e+00))
168        	((-3.731e+00 -2.356e+00 -1.030e+02) (-4.682e-01 -4.973e-02 1.684e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.253e+01 -9.117e+01 4.148e+00) (-2.841e-03 9.985e-02 2.233e-01) (0.000e+00 0.000e+00 0.000e+00))
169        	((-3.723e+00 -2.322e+00 -1.029e+02) (-4.709e-01 -4.995e-02 1.729e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.249e+01 -9.101e+01 4.105e+00) (-2.710e-03 1.008e-01 2.243e-01) (0.000e+00 0.000e+00 0.000e+00))
170        	((-3.712e+00 -2.291e+00 -1.026e+02) (-4.737e-01 -5.011e-02 1.769e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.238e+01 -9.067e+01 4.066e+00) (-2.600e-03 1.017e-01 2.254e-01) (0.000e+00 0.000e+00 0.000e+00))
171        	((-3.702e+00 -2.264e+00 -1.021e+02) (-4.766e-01 -5.026e-02 1.813e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.221e+01 -9.023e+01 4.034e+00) (-2.483e-03 1.027e-01 2.264e-01) (0.000e+00 0.000e+00 0.000e+00))
172        	((-3.697e+00 -2.244e+00 -1.016e+02) (-4.796e-01 -5.044e-02 1.852e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.201e+01 -8.977e+01 4.011e+00) (-2.392e-03 1.037e-01 2.275e-01) (0.000e+00 0.000e+00 0.000e+00))
173        	((-3.698e+00 -2.230e+00 -1.011e+02) (-4.828e-01 -5.061e-02 1.900e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.180e+01 -8.932e+01 3.998e+00) (-2.271e-03 1.048e-01 2.286e-01) (0.000e+00 0.000e+00 0.000e+00))
174        	((-3.706e+00 -2.222e+00 -1.006e+02) (-4.862e-01 -5.078e-02 1.951e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.158e+01 -8.891e+01 3.995e+00) (-2.127e-03 1.059e-01 2.298e-01) (0.000e+00 0.000e+00 0.000e+00))
175        	((-3.720e+00 -2.221e+00 -1.001e+02) (-4.897e-01 -5.098e-02 2.012e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.137e+01 -8.857e+01 4.002e+00) (-1.958e-03 1.072e-01 2.311e-01) (0.000e+00 0.000e+00 0.000e+00))
176        	((-3.741e+00 -2.225e+00 -9.972e+01) (-4.935e-01 -5.121e-02 2.074e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.118e+01 -8.831e+01 4.017e+00) (-1.786e-03 1.085e-01 2.324e-01) (0.000e+00 0.000e+00 0.000e+00))
177        	((-3.766e+00 -2.233e+00 -9.939e+01) (-4.974e-01 -5.147e-02 2.144e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.101e+01 -8.813e+01 4.040e+00) (-1.587e-03 1.100e-01 2.339e-01) (0.000e+00 0.000e+00 0.000e+00))
178        	((-3.793e+00 -2.245e+00 -9.915e+01) (-5.015e-01 -5.171e-02 2.223e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.087e+01 -8.804e+01 4.068e+00) (-1.349e-03 1.115e-01 2.353e-01) (0.000e+00 0.000e+00 0.000e+00))
179        	((-3.820e+00 -2.259e+00 -9.899e+01) (-5.058e-01 -5.195e-02 2.310e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.077e+01 -8.802e+01 4.098e+00) (-1.080e-03 1.131e-01 2.367e-01) (0.000e+00 0.000e+00 0.000e+00))
180        	((-3.847e+00 -2.273e+00 -9.890e+01) (-5.103e-01 -5.214e-02 2.403e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.070e+01 -8.806e+01 4.129e+00) (-7.803e-04 1.149e-01 2.382e-01) (0.000e+00 0.000e+00 0.000e+00))
181        	((-3.874e+00 -2.286e+00 -9.887e+01) (-5.149e-01 -5.228e-02 2.501e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.066e+01 -8.817e+01 4.158e+00) (-4.602e-04 1.167e-01 2.397e-01) (0.000e+00 0.000e+00 0.000e+00))
182        	((-3.899e+00 -2.298e+00 -9.889e+01) (-5.197e-01 -5.238e-02 2.598e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.064e+01 -8.832e+01 4.186e+00) (-1.375e-04 1.185e-01 2.411e-01) (0.000e+00 0.000e+00 0.000e+00))
183        	((-3.921e+00 -2.308e+00 -9.892e+01) (-5.246e-01 -5.250e-02 2.696e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.063e+01 -8.847e+01 4.210e+00) (1.885e-04 1.204e-01 2.427e-01) (0.000e+00 0.000e+00 0.000e+00))
184        	((-3.939e+00 -2.316e+00 -9.894e+01) (-5.296e-01 -5.262e-02 2.794e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.062e+01 -8.861e+01 4.229e+00) (5.040e-04 1.223e-01 2.443e-01) (0.000e+00 0.000e+00 0.000e+00))
185        	((-3.952e+00 -2.321e+00 -9.893e+01) (-5.348e-01 -5.275e-02 2.890e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.060e+01 -8.871e+01 4.244e+00) (8.128e-04 1.242e-01 2.459e-01) (0.000e+00 0.000e+00 0.000e+00))
186        	((-3.960e+00 -2.323e+00 -9.886e+01) (-5.400e-01 -5.288e-02 2.985e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.058e+01 -8.876e+01 4.254e+00) (1.116e-03 1.261e-01 2.475e-01) (0.000e+00 0.000e+00 0.000e+00))
187        	((-3.964e+00 -2.322e+00 -9.874e+01) (-5.453e-01 -5.303e-02 3.076e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.054e+01 -8.874e+01 4.260e+00) (1.395e-03 1.279e-01 2.491e-01) (0.000e+00 0.000e+00 0.000e+00))
