# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
188        	((-3.964e+00 -2.319e+00 -9.858e+01) (-5.505e-01 -5.317e-02 3.164e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.050e+01 -8.867e+01 4.261e+00) (1.664e-03 1.297e-01 2.508e-01) (0.000e+00 0.000e+00 0.000e+00))
189        	((-3.964e+00 -2.313e+00 -9.840e+01) (-5.557e-01 -5.334e-02 3.248e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.046e+01 -8.859e+01 4.258e+00) (1.915e-03 1.315e-01 2.524e-01) (0.000e+00 0.000e+00 0.000e+00))
190        	((-3.964e+00 -2.306e+00 -9.823e+01) (-5.608e-01 -5.353e-02 3.331e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.042e+01 -8.851e+01 4.253e+00) (2.158e-03 1.332e-01 2.540e-01) (0.000e+00 0.000e+00 0.000e+00))
191        	((-3.967e+00 -2.297e+00 -9.809e+01) (-5.658e-01 -5.375e-02 3.408e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.040e+01 -8.845e+01 4.245e+00) (2.384e-03 1.348e-01 2.556e-01) (0.000e+00 0.000e+00 0.000e+00))
192        	((-3.973e+00 -2.287e+00 -9.801e+01) (-5.707e-01 -5.398e-02 3.481e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.039e+01 -8.845e+01 4.237e+00) (2.591e-03 1.364e-01 2.571e-01) (0.000e+00 0.000e+00 0.000e+00))
193        	((-3.981e+00 -2.277e+00 -9.799e+01) (-5.755e-01 -5.423e-02 3.547e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.040e+01 -8.851e+01 4.228e+00) (2.768e-03 1.378e-01 2.587e-01) (0.000e+00 0.000e+00 0.000e+00))
194        	((-3.991e+00 -2.267e+00 -9.801e+01) (-5.803e-01 -5.450e-02 3.608e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.043e+01 -8.859e+01 4.217e+00) (2.927e-03 1.392e-01 2.602e-01) (0.000e+00 0.000e+00 0.000e+00))
195        	((-3.999e+00 -2.257e+00 -9.806e+01) (-5.852e-01 -5.480e-02 3.665e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.046e+01 -8.869e+01 4.206e+00) (3.065e-03 1.406e-01 2.618e-01) (0.000e+00 0.000e+00 0.000e+00))
196        	((-4.002e+00 -2.246e+00 -9.811e+01) (-5.900e-01 -5.510e-02 3.717e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.048e+01 -8.877e+01 4.192e+00) (3.185e-03 1.419e-01 2.634e-01) (0.000e+00 0.000e+00 0.000e+00))
197        	((-3.999e+00 -2.236e+00 -9.815e+01) (-5.948e-01 -5.544e-02 3.766e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.050e+01 -8.881e+01 4.175e+00) (3.287e-03 1.431e-01 2.651e-01) (0.000e+00 0.000e+00 0.000e+00))
198        	((-3.989e+00 -2.225e+00 -9.817e+01) (-5.996e-01 -5.576e-02 3.814e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.880e+01 4.155e+00) (3.381e-03 1.444e-01 2.666e-01) (0.000e+00 0.000e+00 0.000e+00))
199        	((-3.973e+00 -2.213e+00 -9.816e+01) (-6.043e-01 -5.609e-02 3.859e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.874e+01 4.132e+00) (3.469e-03 1.456e-01 2.682e-01) (0.000e+00 0.000e+00 0.000e+00))
200        	((-3.952e+00 -2.201e+00 -9.812e+01) (-6.089e-01 -5.638e-02 3.904e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.863e+01 4.106e+00) (3.558e-03 1.467e-01 2.697e-01) (0.000e+00 0.000e+00 0.000e+00))
201        	((-3.926e+00 -2.188e+00 -9.808e+01) (-6.134e-01 -5.669e-02 3.951e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.850e+01 4.079e+00) (3.654e-03 1.479e-01 2.712e-01) (0.000e+00 0.000e+00 0.000e+00))
202        	((-3.899e+00 -2.175e+00 -9.803e+01) (-6.178e-01 -5.696e-02 3.997e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.834e+01 4.050e+00) (3.754e-03 1.490e-01 2.726e-01) (0.000e+00 0.000e+00 0.000e+00))
203        	((-3.869e+00 -2.164e+00 -9.800e+01) (-6.220e-01 -5.721e-02 4.046e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.052e+01 -8.817e+01 4.022e+00) (3.871e-03 1.502e-01 2.739e-01) (0.000e+00 0.000e+00 0.000e+00))
204        	((-3.841e+00 -2.153e+00 -9.799e+01) (-6.260e-01 -5.743e-02 4.096e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.054e+01 -8.802e+01 3.996e+00) (3.999e-03 1.513e-01 2.751e-01) (0.000e+00 0.000e+00 0.000e+00))
205        	((-3.814e+00 -2.145e+00 -9.800e+01) (-6.298e-01 -5.761e-02 4.149e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.057e+01 -8.789e+01 3.973e+00) (4.144e-03 1.524e-01 2.762e-01) (0.000e+00 0.000e+00 0.000e+00))
206        	((-3.791e+00 -2.140e+00 -9.805e+01) (-6.335e-01 -5.774e-02 4.202e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.061e+01 -8.779e+01 3.955e+00) (4.303e-03 1.536e-01 2.771e-01) (0.000e+00 0.000e+00 0.000e+00))
207        	((-3.772e+00 -2.138e+00 -9.811e+01) (-6.370e-01 -5.784e-02 4.256e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.065e+01 -8.772e+01 3.943e+00) (4.472e-03 1.547e-01 2.781e-01) (0.000e+00 0.000e+00 0.000e+00))
208        	((-3.757e+00 -2.139e+00 -9.817e+01) (-6.405e-01 -5.790e-02 4.308e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.069e+01 -8.768e+01 3.937e+00) (4.633e-03 1.557e-01 2.789e-01) (0.000e+00 0.000e+00 0.000e+00))
209        	((-3.745e+00 -2.143e+00 -9.821e+01) (-6.438e-01 -5.794e-02 4.355e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.073e+01 -8.764e+01 3.936e+00) (4.778e-03 1.568e-01 2.798e-01) (0.000e+00 0.000e+00 0.000e+00))
210        	((-3.735e+00 -2.150e+00 -9.821e+01) (-6.471e-01 -5.796e-02 4.397e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.075e+01 -8.759e+01 3.940e+00) (4.902e-03 1.577e-01 2.806e-01) (0.000e+00 0.000e+00 0.000e+00))
211        	((-3.725e+00 -2.160e+00 -9.817e+01) (-6.502e-01 -5.795e-02 4.438e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.075e+01 -8.751e+01 3.948e+00) (5.031e-03 1.587e-01 2.813e-01) (0.000e+00 0.000e+00 0.000e+00))
212        	((-3.714e+00 -2.171e+00 -9.808e+01) (-6.531e-01 -5.787e-02 4.475e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.075e+01 -8.740e+01 3.957e+00) (5.159e-03 1.595e-01 2.819e-01) (0.000e+00 0.000e+00 0.000e+00))
213        	((-3.702e+00 -2.182e+00 -9.796e+01) (-6.558e-01 -5.769e-02 4.511e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.075e+01 -8.726e+01 3.966e+00) (5.306e-03 1.603e-01 2.824e-01) (0.000e+00 0.000e+00 0.000e+00))
214        	((-3.690e+00 -2.191e+00 -9.785e+01) (-6.584e-01 -5.744e-02 4.545e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.074e+01 -8.714e+01 3.975e+00) (5.454e-03 1.610e-01 2.827e-01) (0.000e+00 0.000e+00 0.000e+00))
215        	((-3.681e+00 -2.198e+00 -9.776e+01) (-6.609e-01 -5.715e-02 4.577e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.074e+01 -8.703e+01 3.981e+00) (5.611e-03 1.618e-01 2.830e-01) (0.000e+00 0.000e+00 0.000e+00))
216        	((-3.672e+00 -2.201e+00 -9.770e+01) (-6.633e-01 -5.684e-02 4.607e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.074e+01 -8.695e+01 3.983e+00) (5.759e-03 1.625e-01 2.832e-01) (0.000e+00 0.000e+00 0.000e+00))
217        	((-3.664e+00 -2.200e+00 -9.768e+01) (-6.656e-01 -5.653e-02 4.637e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.076e+01 -8.690e+01 3.981e+00) (5.908e-03 1.632e-01 2.834e-01) (0.000e+00 0.000e+00 0.000e+00))
218        	((-3.656e+00 -2.195e+00 -9.771e+01) (-6.678e-01 -5.622e-02 4.666e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.078e+01 -8.689e+01 3.975e+00) (6.042e-03 1.639e-01 2.836e-01) (0.000e+00 0.000e+00 0.000e+00))
219        	((-3.648e+00 -2.187e+00 -9.777e+01) (-6.699e-01 -5.593e-02 4.695e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.080e+01 -8.691e+01 3.963e+00) (6.173e-03 1.645e-01 2.837e-01) (0.000e+00 0.000e+00 0.000e+00))
220        	((-3.640e+00 -2.176e+00 -9.784e+01) (-6.719e-01 -5.570e-02 4.723e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.081e+01 -8.693e+01 3.948e+00) (6.294e-03 1.652e-01 2.839e-01) (0.000e+00 0.000e+00 0.000e+00))
221        	((-3.631e+00 -2.164e+00 -9.790e+01) (-6.739e-01 -5.550e-02 4.752e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.082e+01 -8.694e+01 3.930e+00) (6.407e-03 1.659e-01 2.840e-01) (0.000e+00 0.000e+00 0.000e+00))
222        	((-3.621e+00 -2.152e+00 -9.793e+01) (-6.757e-01 -5.535e-02 4.780e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.081e+01 -8.693e+01 3.912e+00) (6.511e-03 1.666e-01 2.842e-01) (0.000e+00 0.000e+00 0.000e+00))
223        	((-3.611e+00 -2.141e+00 -9.792e+01) (-6.776e-01 -5.525e-02 4.807e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.079e+01 -8.689e+01 3.894e+00) (6.604e-03 1.672e-01 2.844e-01) (0.000e+00 0.000e+00 0.000e+00))
224        	((-3.600e+00 -2.132e+00 -9.788e+01) (-6.793e-01 -5.517e-02 4.833e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.075e+01 -8.682e+01 3.879e+00) (6.686e-03 1.678e-01 2.846e-01) (0.000e+00 0.000e+00 0.000e+00))
225        	((-3.589e+00 -2.126e+00 -9.779e+01) (-6.810e-01 -5.509e-02 4.857e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.069e+01 -8.672e+01 3.865e+00) (6.765e-03 1.684e-01 2.848e-01) (0.000e+00 0.000e+00 0.000e+00))
226        	((-3.578e+00 -2.122e+00 -9.767e+01) (-6.826e-01 -5.505e-02 4.879e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.062e+01 -8.659e+01 3.855e+00) (6.823e-03 1.690e-01 2.850e-01) (0.000e+00 0.000e+00 0.000e+00))
227        	((-3.567e+00 -2.121e+00 -9.752e+01) (-6.842e-01 -5.502e-02 4.899e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.054e+01 -8.644e+01 3.848e+00) (6.878e-03 1.695e-01 2.852e-01) (0.000e+00 0.000e+00 0.000e+00))
228        	((-3.557e+00 -2.123e+00 -9.738e+01) (-6.857e-01 -5.501e-02 4.917e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.046e+01 -8.630e+01 3.844e+00) (6.919e-03 1.699e-01 2.854e-01) (0.000e+00 0.000e+00 0.000e+00))
229        	((-3.547e+00 -2.127e+00 -9.723e+01) (-6.872e-01 -5.500e-02 4.933e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.039e+01 -8.616e+01 3.843e+00) (6.960e-03 1.704e-01 2.857e-01) (0.000e+00 0.000e+00 0.000e+00))
230        	((-3.537e+00 -2.132e+00 -9.707e+01) (-6.886e-01 -5.501e-02 4.949e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.032e+01 -8.601e+01 3.843e+00) (6.997e-03 1.708e-01 2.859e-01) (0.000e+00 0.000e+00 0.000e+00))
231        	((-3.527e+00 -2.137e+00 -9.689e+01) (-6.901e-01 -5.501e-02 4.963e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.024e+01 -8.584e+01 3.843e+00) (7.027e-03 1.712e-01 2.862e-01) (0.000e+00 0.000e+00 0.000e+00))
232        	((-3.516e+00 -2.142e+00 -9.669e+01) (-6.915e-01 -5.503e-02 4.976e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.017e+01 -8.566e+01 3.842e+00) (7.051e-03 1.716e-01 2.864e-01) (0.000e+00 0.000e+00 0.000e+00))
233        	((-3.504e+00 -2.145e+00 -9.647e+01) (-6.929e-01 -5.505e-02 4.989e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.009e+01 -8.546e+01 3.840e+00) (7.077e-03 1.720e-01 2.866e-01) (0.000e+00 0.000e+00 0.000e+00))
234        	((-3.492e+00 -2.147e+00 -9.623e+01) (-6.942e-01 -5.510e-02 5.001e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-3.000e+01 -8.525e+01 3.836e+00) (7.097e-03 1.723e-01 2.869e-01) (0.000e+00 0.000e+00 0.000e+00))
235        	((-3.479e+00 -2.147e+00 -9.597e+01) (-6.955e-01 -5.517e-02 5.015e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.991e+01 -8.501e+01 3.830e+00) (7.122e-03 1.727e-01 2.871e-01) (0.000e+00 0.000e+00 0.000e+00))
236        	((-3.467e+00 -2.146e+00 -9.568e+01) (-6.968e-01 -5.528e-02 5.027e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.982e+01 -8.476e+01 3.822e+00) (7.132e-03 1.730e-01 2.874e-01) (0.000e+00 0.000e+00 0.000e+00))
237        	((-3.454e+00 -2.143e+00 -9.539e+01) (-6.980e-01 -5.541e-02 5.041e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.973e+01 -8.451e+01 3.813e+00) (7.147e-03 1.734e-01 2.877e-01) (0.000e+00 0.000e+00 0.000e+00))
238        	((-3.442e+00 -2.138e+00 -9.510e+01) (-6.992e-01 -5.556e-02 5.054e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.964e+01 -8.425e+01 3.802e+00) (7.158e-03 1.737e-01 2.879e-01) (0.000e+00 0.000e+00 0.000e+00))
239        	((-3.431e+00 -2.132e+00 -9.480e+01) (-7.003e-01 -5.571e-02 5.066e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.955e+01 -8.400e+01 3.791e+00) (7.160e-03 1.741e-01 2.882e-01) (0.000e+00 0.000e+00 0.000e+00))
240        	((-3.421e+00 -2.124e+00 -9.451e+01) (-7.014e-01 -5.584e-02 5.078e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.945e+01 -8.376e+01 3.779e+00) (7.169e-03 1.744e-01 2.885e-01) (0.000e+00 0.000e+00 0.000e+00))
241        	((-3.413e+00 -2.116e+00 -9.425e+01) (-7.024e-01 -5.595e-02 5.092e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.937e+01 -8.354e+01 3.767e+00) (7.193e-03 1.748e-01 2.888e-01) (0.000e+00 0.000e+00 0.000e+00))
242        	((-3.406e+00 -2.106e+00 -9.405e+01) (-7.034e-01 -5.603e-02 5.104e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.930e+01 -8.338e+01 3.754e+00) (7.219e-03 1.751e-01 2.891e-01) (0.000e+00 0.000e+00 0.000e+00))
243        	((-3.400e+00 -2.096e+00 -9.393e+01) (-7.044e-01 -5.613e-02 5.115e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.926e+01 -8.327e+01 3.742e+00) (7.237e-03 1.753e-01 2.894e-01) (0.000e+00 0.000e+00 0.000e+00))
244        	((-3.394e+00 -2.087e+00 -9.388e+01) (-7.053e-01 -5.622e-02 5.123e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.925e+01 -8.321e+01 3.730e+00) (7.248e-03 1.756e-01 2.897e-01) (0.000e+00 0.000e+00 0.000e+00))
245        	((-3.390e+00 -2.078e+00 -9.389e+01) (-7.061e-01 -5.631e-02 5.131e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.926e+01 -8.320e+01 3.719e+00) (7.260e-03 1.758e-01 2.901e-01) (0.000e+00 0.000e+00 0.000e+00))
246        	((-3.386e+00 -2.071e+00 -9.394e+01) (-7.070e-01 -5.640e-02 5.135e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.928e+01 -8.321e+01 3.710e+00) (7.255e-03 1.760e-01 2.904e-01) (0.000e+00 0.000e+00 0.000e+00))
247        	((-3.383e+00 -2.065e+00 -9.402e+01) (-7.078e-01 -5.648e-02 5.137e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.930e+01 -8.325e+01 3.703e+00) (7.247e-03 1.761e-01 2.908e-01) (0.000e+00 0.000e+00 0.000e+00))
248        	((-3.381e+00 -2.061e+00 -9.410e+01) (-7.086e-01 -5.655e-02 5.138e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.933e+01 -8.329e+01 3.697e+00) (7.233e-03 1.763e-01 2.912e-01) (0.000e+00 0.000e+00 0.000e+00))
249        	((-3.380e+00 -2.059e+00 -9.417e+01) (-7.094e-01 -5.661e-02 5.136e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.936e+01 -8.334e+01 3.694e+00) (7.213e-03 1.764e-01 2.915e-01) (0.000e+00 0.000e+00 0.000e+00))
250        	((-3.380e+00 -2.059e+00 -9.426e+01) (-7.101e-01 -5.664e-02 5.131e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.939e+01 -8.339e+01 3.693e+00) (7.187e-03 1.764e-01 2.919e-01) (0.000e+00 0.000e+00 0.000e+00))
251        	((-3.379e+00 -2.062e+00 -9.437e+01) (-7.108e-01 -5.664e-02 5.126e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.943e+01 -8.346e+01 3.694e+00) (7.162e-03 1.765e-01 2.922e-01) (0.000e+00 0.000e+00 0.000e+00))
252        	((-3.379e+00 -2.067e+00 -9.451e+01) (-7.115e-01 -5.660e-02 5.121e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.947e+01 -8.356e+01 3.696e+00) (7.142e-03 1.765e-01 2.924e-01) (0.000e+00 0.000e+00 0.000e+00))
253        	((-3.379e+00 -2.074e+00 -9.470e+01) (-7.121e-01 -5.654e-02 5.116e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.953e+01 -8.370e+01 3.700e+00) (7.133e-03 1.766e-01 2.926e-01) (0.000e+00 0.000e+00 0.000e+00))
254        	((-3.380e+00 -2.081e+00 -9.494e+01) (-7.126e-01 -5.645e-02 5.113e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.960e+01 -8.388e+01 3.704e+00) (7.128e-03 1.766e-01 2.928e-01) (0.000e+00 0.000e+00 0.000e+00))
255        	((-3.382e+00 -2.089e+00 -9.520e+01) (-7.130e-01 -5.635e-02 5.113e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.968e+01 -8.409e+01 3.708e+00) (7.136e-03 1.767e-01 2.928e-01) (0.000e+00 0.000e+00 0.000e+00))
256        	((-3.385e+00 -2.096e+00 -9.547e+01) (-7.134e-01 -5.624e-02 5.113e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.975e+01 -8.431e+01 3.711e+00) (7.150e-03 1.768e-01 2.928e-01) (0.000e+00 0.000e+00 0.000e+00))
257        	((-3.387e+00 -2.102e+00 -9.571e+01) (-7.138e-01 -5.612e-02 5.116e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.981e+01 -8.451e+01 3.713e+00) (7.175e-03 1.769e-01 2.928e-01) (0.000e+00 0.000e+00 0.000e+00))
258        	((-3.389e+00 -2.107e+00 -9.590e+01) (-7.141e-01 -5.601e-02 5.116e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.985e+01 -8.468e+01 3.713e+00) (7.180e-03 1.769e-01 2.927e-01) (0.000e+00 0.000e+00 0.000e+00))
259        	((-3.392e+00 -2.110e+00 -9.605e+01) (-7.144e-01 -5.591e-02 5.118e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.988e+01 -8.482e+01 3.712e+00) (7.194e-03 1.770e-01 2.927e-01) (0.000e+00 0.000e+00 0.000e+00))
260        	((-3.395e+00 -2.111e+00 -9.615e+01) (-7.148e-01 -5.582e-02 5.119e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.989e+01 -8.491e+01 3.710e+00) (7.196e-03 1.771e-01 2.926e-01) (0.000e+00 0.000e+00 0.000e+00))
261        	((-3.399e+00 -2.111e+00 -9.620e+01) (-7.152e-01 -5.574e-02 5.124e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.989e+01 -8.497e+01 3.707e+00) (7.217e-03 1.772e-01 2.926e-01) (0.000e+00 0.000e+00 0.000e+00))
262        	((-3.404e+00 -2.109e+00 -9.620e+01) (-7.157e-01 -5.569e-02 5.127e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.988e+01 -8.498e+01 3.705e+00) (7.216e-03 1.774e-01 2.927e-01) (0.000e+00 0.000e+00 0.000e+00))
263        	((-3.411e+00 -2.106e+00 -9.615e+01) (-7.162e-01 -5.564e-02 5.136e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.984e+01 -8.495e+01 3.703e+00) (7.250e-03 1.776e-01 2.927e-01) (0.000e+00 0.000e+00 0.000e+00))
264        	((-3.419e+00 -2.101e+00 -9.605e+01) (-7.168e-01 -5.561e-02 5.139e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.980e+01 -8.489e+01 3.703e+00) (7.244e-03 1.778e-01 2.928e-01) (0.000e+00 0.000e+00 0.000e+00))
265        	((-3.428e+00 -2.097e+00 -9.589e+01) (-7.174e-01 -5.559e-02 5.149e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.974e+01 -8.478e+01 3.704e+00) (7.278e-03 1.780e-01 2.930e-01) (0.000e+00 0.000e+00 0.000e+00))
266        	((-3.437e+00 -2.092e+00 -9.568e+01) (-7.180e-01 -5.557e-02 5.154e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.966e+01 -8.462e+01 3.706e+00) (7.282e-03 1.782e-01 2.931e-01) (0.000e+00 0.000e+00 0.000e+00))
267        	((-3.446e+00 -2.087e+00 -9.540e+01) (-7.187e-01 -5.554e-02 5.164e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.956e+01 -8.443e+01 3.709e+00) (7.321e-03 1.784e-01 2.933e-01) (0.000e+00 0.000e+00 0.000e+00))
268        	((-3.455e+00 -2.082e+00 -9.505e+01) (-7.193e-01 -5.550e-02 5.170e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.944e+01 -8.417e+01 3.713e+00) (7.338e-03 1.786e-01 2.935e-01) (0.000e+00 0.000e+00 0.000e+00))
269        	((-3.462e+00 -2.078e+00 -9.464e+01) (-7.199e-01 -5.542e-02 5.179e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.931e+01 -8.387e+01 3.718e+00) (7.388e-03 1.788e-01 2.936e-01) (0.000e+00 0.000e+00 0.000e+00))
270        	((-3.468e+00 -2.073e+00 -9.417e+01) (-7.206e-01 -5.532e-02 5.184e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.916e+01 -8.353e+01 3.723e+00) (7.418e-03 1.790e-01 2.938e-01) (0.000e+00 0.000e+00 0.000e+00))
271        	((-3.473e+00 -2.068e+00 -9.365e+01) (-7.212e-01 -5.519e-02 5.190e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.899e+01 -8.314e+01 3.728e+00) (7.469e-03 1.791e-01 2.940e-01) (0.000e+00 0.000e+00 0.000e+00))
272        	((-3.476e+00 -2.063e+00 -9.307e+01) (-7.218e-01 -5.502e-02 5.195e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.881e+01 -8.272e+01 3.733e+00) (7.517e-03 1.792e-01 2.942e-01) (0.000e+00 0.000e+00 0.000e+00))
273        	((-3.480e+00 -2.057e+00 -9.247e+01) (-7.225e-01 -5.480e-02 5.200e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.862e+01 -8.228e+01 3.737e+00) (7.582e-03 1.794e-01 2.943e-01) (0.000e+00 0.000e+00 0.000e+00))
274        	((-3.484e+00 -2.049e+00 -9.188e+01) (-7.231e-01 -5.454e-02 5.202e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.844e+01 -8.185e+01 3.740e+00) (7.635e-03 1.795e-01 2.944e-01) (0.000e+00 0.000e+00 0.000e+00))
275        	((-3.490e+00 -2.041e+00 -9.135e+01) (-7.237e-01 -5.424e-02 5.204e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.827e+01 -8.148e+01 3.742e+00) (7.696e-03 1.795e-01 2.945e-01) (0.000e+00 0.000e+00 0.000e+00))
276        	((-3.495e+00 -2.032e+00 -9.093e+01) (-7.243e-01 -5.394e-02 5.204e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.814e+01 -8.119e+01 3.742e+00) (7.744e-03 1.796e-01 2.946e-01) (0.000e+00 0.000e+00 0.000e+00))
277        	((-3.500e+00 -2.023e+00 -9.063e+01) (-7.248e-01 -5.363e-02 5.204e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.804e+01 -8.099e+01 3.740e+00) (7.799e-03 1.796e-01 2.947e-01) (0.000e+00 0.000e+00 0.000e+00))
278        	((-3.504e+00 -2.015e+00 -9.047e+01) (-7.253e-01 -5.337e-02 5.205e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.799e+01 -8.090e+01 3.737e+00) (7.851e-03 1.797e-01 2.947e-01) (0.000e+00 0.000e+00 0.000e+00))
279        	((-3.507e+00 -2.007e+00 -9.043e+01) (-7.258e-01 -5.313e-02 5.205e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.797e+01 -8.090e+01 3.732e+00) (7.890e-03 1.797e-01 2.948e-01) (0.000e+00 0.000e+00 0.000e+00))
280        	((-3.508e+00 -2.000e+00 -9.050e+01) (-7.262e-01 -5.297e-02 5.202e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.798e+01 -8.097e+01 3.727e+00) (7.907e-03 1.797e-01 2.948e-01) (0.000e+00 0.000e+00 0.000e+00))
281        	((-3.508e+00 -1.994e+00 -9.065e+01) (-7.264e-01 -5.290e-02 5.198e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.802e+01 -8.110e+01 3.722e+00) (7.899e-03 1.797e-01 2.949e-01) (0.000e+00 0.000e+00 0.000e+00))
282        	((-3.504e+00 -1.991e+00 -9.088e+01) (-7.266e-01 -5.290e-02 5.193e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.808e+01 -8.128e+01 3.717e+00) (7.875e-03 1.797e-01 2.949e-01) (0.000e+00 0.000e+00 0.000e+00))
283        	((-3.498e+00 -1.991e+00 -9.118e+01) (-7.267e-01 -5.297e-02 5.187e-02) (0.000e+00 0.000e+00 0.000e+00)) ((-2.816e+01 -8.150e+01 3.713e+00) (7.841e-03 1.796e-01 2.950e-01) (0.000e+00 0.000e+00 0.000e+00))
