# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
94         	((-3.199e+01 6.253e+00 5.146e+01) (-8.907e-01 -3.624e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.506e+01 4.602e+01 8.240e+00) (-1.448e+01 -4.162e+01 8.925e-01) (0.000e+00 0.000e+00 0.000e+00))
95         	((-3.229e+01 6.157e+00 5.090e+01) (-9.017e-01 -3.679e-01 -2.572e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.481e+01 4.532e+01 8.592e+00) (-1.449e+01 -4.163e+01 9.047e-01) (0.000e+00 0.000e+00 0.000e+00))
96         	((-3.257e+01 6.221e+00 5.024e+01) (-9.117e-01 -3.726e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.451e+01 4.449e+01 8.809e+00) (-1.449e+01 -4.164e+01 9.158e-01) (0.000e+00 0.000e+00 0.000e+00))
97         	((-3.282e+01 6.358e+00 4.956e+01) (-9.209e-01 -3.762e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.419e+01 4.364e+01 8.952e+00) (-1.449e+01 -4.165e+01 9.252e-01) (0.000e+00 0.000e+00 0.000e+00))
98         	((-3.302e+01 6.520e+00 4.892e+01) (-9.292e-01 -3.787e-01 -2.573e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.389e+01 4.283e+01 9.059e+00) (-1.449e+01 -4.166e+01 9.327e-01) (0.000e+00 0.000e+00 0.000e+00))
99         	((-3.317e+01 6.690e+00 4.838e+01) (-9.370e-01 -3.803e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.361e+01 4.215e+01 9.144e+00) (-1.449e+01 -4.167e+01 9.387e-01) (0.000e+00 0.000e+00 0.000e+00))
100        	((-3.324e+01 6.846e+00 4.797e+01) (-9.443e-01 -3.812e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.337e+01 4.162e+01 9.206e+00) (-1.450e+01 -4.169e+01 9.434e-01) (0.000e+00 0.000e+00 0.000e+00))
101        	((-3.322e+01 6.981e+00 4.765e+01) (-9.512e-01 -3.813e-01 -2.574e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.316e+01 4.122e+01 9.230e+00) (-1.450e+01 -4.170e+01 9.469e-01) (0.000e+00 0.000e+00 0.000e+00))
102        	((-3.312e+01 7.088e+00 4.742e+01) (-9.585e-01 -3.811e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.298e+01 4.095e+01 9.216e+00) (-1.450e+01 -4.171e+01 9.499e-01) (0.000e+00 0.000e+00 0.000e+00))
103        	((-3.297e+01 7.149e+00 4.725e+01) (-9.661e-01 -3.810e-01 -2.575e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.281e+01 4.078e+01 9.209e+00) (-1.451e+01 -4.173e+01 9.529e-01) (0.000e+00 0.000e+00 0.000e+00))
104        	((-3.282e+01 7.145e+00 4.714e+01) (-9.738e-01 -3.813e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.268e+01 4.068e+01 9.259e+00) (-1.451e+01 -4.174e+01 9.564e-01) (0.000e+00 0.000e+00 0.000e+00))
105        	((-3.272e+01 7.067e+00 4.705e+01) (-9.813e-01 -3.827e-01 -2.576e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.255e+01 4.061e+01 9.391e+00) (-1.451e+01 -4.175e+01 9.611e-01) (0.000e+00 0.000e+00 0.000e+00))
106        	((-3.270e+01 6.934e+00 4.697e+01) (-9.886e-01 -3.856e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.243e+01 4.055e+01 9.585e+00) (-1.452e+01 -4.177e+01 9.678e-01) (0.000e+00 0.000e+00 0.000e+00))
107        	((-3.275e+01 6.771e+00 4.694e+01) (-9.954e-01 -3.897e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.231e+01 4.050e+01 9.801e+00) (-1.452e+01 -4.178e+01 9.760e-01) (0.000e+00 0.000e+00 0.000e+00))
108        	((-3.287e+01 6.599e+00 4.697e+01) (-1.002e+00 -3.949e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.222e+01 4.048e+01 1.001e+01) (-1.452e+01 -4.178e+01 9.855e-01) (0.000e+00 0.000e+00 0.000e+00))
109        	((-3.301e+01 6.437e+00 4.713e+01) (-1.008e+00 -4.007e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.218e+01 4.054e+01 1.018e+01) (-1.452e+01 -4.179e+01 9.958e-01) (0.000e+00 0.000e+00 0.000e+00))
110        	((-3.315e+01 6.302e+00 4.744e+01) (-1.014e+00 -4.065e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.221e+01 4.070e+01 1.031e+01) (-1.453e+01 -4.180e+01 1.006e+00) (0.000e+00 0.000e+00 0.000e+00))
111        	((-3.327e+01 6.202e+00 4.789e+01) (-1.020e+00 -4.121e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.230e+01 4.099e+01 1.039e+01) (-1.453e+01 -4.180e+01 1.016e+00) (0.000e+00 0.000e+00 0.000e+00))
112        	((-3.334e+01 6.160e+00 4.846e+01) (-1.026e+00 -4.175e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.245e+01 4.137e+01 1.040e+01) (-1.453e+01 -4.180e+01 1.027e+00) (0.000e+00 0.000e+00 0.000e+00))
113        	((-3.339e+01 6.157e+00 4.907e+01) (-1.033e+00 -4.232e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.264e+01 4.178e+01 1.037e+01) (-1.453e+01 -4.181e+01 1.038e+00) (0.000e+00 0.000e+00 0.000e+00))
114        	((-3.342e+01 6.172e+00 4.962e+01) (-1.040e+00 -4.290e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.283e+01 4.216e+01 1.036e+01) (-1.453e+01 -4.181e+01 1.050e+00) (0.000e+00 0.000e+00 0.000e+00))
115        	((-3.348e+01 6.198e+00 5.007e+01) (-1.047e+00 -4.348e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.300e+01 4.247e+01 1.038e+01) (-1.453e+01 -4.181e+01 1.062e+00) (0.000e+00 0.000e+00 0.000e+00))
116        	((-3.360e+01 6.212e+00 5.035e+01) (-1.055e+00 -4.403e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.314e+01 4.266e+01 1.047e+01) (-1.453e+01 -4.182e+01 1.074e+00) (0.000e+00 0.000e+00 0.000e+00))
117        	((-3.381e+01 6.172e+00 5.045e+01) (-1.063e+00 -4.453e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.324e+01 4.276e+01 1.067e+01) (-1.453e+01 -4.182e+01 1.086e+00) (0.000e+00 0.000e+00 0.000e+00))
118        	((-3.409e+01 6.094e+00 5.039e+01) (-1.071e+00 -4.501e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.330e+01 4.276e+01 1.094e+01) (-1.453e+01 -4.182e+01 1.097e+00) (0.000e+00 0.000e+00 0.000e+00))
119        	((-3.442e+01 5.977e+00 5.021e+01) (-1.080e+00 -4.543e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.331e+01 4.271e+01 1.130e+01) (-1.453e+01 -4.182e+01 1.108e+00) (0.000e+00 0.000e+00 0.000e+00))
120        	((-3.475e+01 5.845e+00 4.993e+01) (-1.088e+00 -4.576e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.329e+01 4.261e+01 1.166e+01) (-1.453e+01 -4.183e+01 1.118e+00) (0.000e+00 0.000e+00 0.000e+00))
121        	((-3.506e+01 5.685e+00 4.958e+01) (-1.095e+00 -4.603e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.324e+01 4.249e+01 1.205e+01) (-1.453e+01 -4.183e+01 1.126e+00) (0.000e+00 0.000e+00 0.000e+00))
122        	((-3.532e+01 5.512e+00 4.918e+01) (-1.101e+00 -4.624e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.317e+01 4.236e+01 1.242e+01) (-1.453e+01 -4.184e+01 1.134e+00) (0.000e+00 0.000e+00 0.000e+00))
123        	((-3.552e+01 5.343e+00 4.876e+01) (-1.107e+00 -4.641e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.310e+01 4.219e+01 1.277e+01) (-1.453e+01 -4.184e+01 1.141e+00) (0.000e+00 0.000e+00 0.000e+00))
124        	((-3.565e+01 5.197e+00 4.834e+01) (-1.111e+00 -4.655e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.304e+01 4.201e+01 1.307e+01) (-1.453e+01 -4.184e+01 1.147e+00) (0.000e+00 0.000e+00 0.000e+00))
125        	((-3.571e+01 5.086e+00 4.796e+01) (-1.115e+00 -4.670e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.300e+01 4.182e+01 1.332e+01) (-1.453e+01 -4.184e+01 1.153e+00) (0.000e+00 0.000e+00 0.000e+00))
126        	((-3.574e+01 5.005e+00 4.762e+01) (-1.118e+00 -4.691e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.299e+01 4.163e+01 1.350e+01) (-1.454e+01 -4.184e+01 1.160e+00) (0.000e+00 0.000e+00 0.000e+00))
127        	((-3.573e+01 4.948e+00 4.735e+01) (-1.121e+00 -4.717e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.301e+01 4.146e+01 1.363e+01) (-1.454e+01 -4.185e+01 1.167e+00) (0.000e+00 0.000e+00 0.000e+00))
128        	((-3.571e+01 4.911e+00 4.716e+01) (-1.124e+00 -4.750e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.307e+01 4.135e+01 1.372e+01) (-1.454e+01 -4.185e+01 1.175e+00) (0.000e+00 0.000e+00 0.000e+00))
129        	((-3.571e+01 4.904e+00 4.705e+01) (-1.126e+00 -4.785e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.315e+01 4.130e+01 1.377e+01) (-1.454e+01 -4.185e+01 1.183e+00) (0.000e+00 0.000e+00 0.000e+00))
130        	((-3.573e+01 4.937e+00 4.700e+01) (-1.128e+00 -4.822e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.326e+01 4.129e+01 1.378e+01) (-1.454e+01 -4.185e+01 1.191e+00) (0.000e+00 0.000e+00 0.000e+00))
131        	((-3.578e+01 5.006e+00 4.698e+01) (-1.129e+00 -4.861e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.338e+01 4.129e+01 1.376e+01) (-1.454e+01 -4.185e+01 1.199e+00) (0.000e+00 0.000e+00 0.000e+00))
132        	((-3.587e+01 5.105e+00 4.698e+01) (-1.130e+00 -4.902e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.350e+01 4.127e+01 1.372e+01) (-1.455e+01 -4.185e+01 1.206e+00) (0.000e+00 0.000e+00 0.000e+00))
133        	((-3.600e+01 5.225e+00 4.698e+01) (-1.129e+00 -4.944e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.361e+01 4.123e+01 1.366e+01) (-1.455e+01 -4.186e+01 1.214e+00) (0.000e+00 0.000e+00 0.000e+00))
134        	((-3.615e+01 5.358e+00 4.696e+01) (-1.129e+00 -4.987e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.369e+01 4.114e+01 1.358e+01) (-1.455e+01 -4.186e+01 1.222e+00) (0.000e+00 0.000e+00 0.000e+00))
135        	((-3.629e+01 5.503e+00 4.691e+01) (-1.128e+00 -5.031e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.374e+01 4.100e+01 1.347e+01) (-1.455e+01 -4.186e+01 1.230e+00) (0.000e+00 0.000e+00 0.000e+00))
136        	((-3.642e+01 5.662e+00 4.686e+01) (-1.128e+00 -5.074e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.376e+01 4.084e+01 1.332e+01) (-1.456e+01 -4.187e+01 1.238e+00) (0.000e+00 0.000e+00 0.000e+00))
137        	((-3.653e+01 5.828e+00 4.681e+01) (-1.128e+00 -5.118e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.375e+01 4.066e+01 1.314e+01) (-1.456e+01 -4.187e+01 1.247e+00) (0.000e+00 0.000e+00 0.000e+00))
138        	((-3.662e+01 5.979e+00 4.674e+01) (-1.130e+00 -5.161e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.370e+01 4.047e+01 1.296e+01) (-1.456e+01 -4.187e+01 1.257e+00) (0.000e+00 0.000e+00 0.000e+00))
139        	((-3.668e+01 6.105e+00 4.664e+01) (-1.132e+00 -5.206e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.362e+01 4.028e+01 1.280e+01) (-1.456e+01 -4.188e+01 1.267e+00) (0.000e+00 0.000e+00 0.000e+00))
140        	((-3.672e+01 6.192e+00 4.649e+01) (-1.134e+00 -5.248e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.350e+01 4.006e+01 1.267e+01) (-1.456e+01 -4.188e+01 1.278e+00) (0.000e+00 0.000e+00 0.000e+00))
141        	((-3.674e+01 6.245e+00 4.629e+01) (-1.137e+00 -5.289e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.335e+01 3.984e+01 1.256e+01) (-1.456e+01 -4.188e+01 1.288e+00) (0.000e+00 0.000e+00 0.000e+00))
142        	((-3.672e+01 6.249e+00 4.605e+01) (-1.139e+00 -5.323e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.319e+01 3.960e+01 1.248e+01) (-1.457e+01 -4.188e+01 1.297e+00) (0.000e+00 0.000e+00 0.000e+00))
143        	((-3.669e+01 6.210e+00 4.579e+01) (-1.140e+00 -5.348e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.302e+01 3.933e+01 1.241e+01) (-1.457e+01 -4.188e+01 1.304e+00) (0.000e+00 0.000e+00 0.000e+00))
144        	((-3.666e+01 6.139e+00 4.552e+01) (-1.141e+00 -5.360e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.285e+01 3.903e+01 1.236e+01) (-1.457e+01 -4.189e+01 1.308e+00) (0.000e+00 0.000e+00 0.000e+00))
145        	((-3.663e+01 6.060e+00 4.524e+01) (-1.140e+00 -5.359e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.268e+01 3.869e+01 1.229e+01) (-1.457e+01 -4.189e+01 1.310e+00) (0.000e+00 0.000e+00 0.000e+00))
146        	((-3.660e+01 5.991e+00 4.497e+01) (-1.139e+00 -5.345e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.253e+01 3.834e+01 1.219e+01) (-1.457e+01 -4.189e+01 1.309e+00) (0.000e+00 0.000e+00 0.000e+00))
147        	((-3.656e+01 5.948e+00 4.470e+01) (-1.136e+00 -5.319e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.240e+01 3.798e+01 1.205e+01) (-1.457e+01 -4.190e+01 1.306e+00) (0.000e+00 0.000e+00 0.000e+00))
148        	((-3.650e+01 5.949e+00 4.446e+01) (-1.133e+00 -5.281e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.230e+01 3.763e+01 1.184e+01) (-1.457e+01 -4.190e+01 1.300e+00) (0.000e+00 0.000e+00 0.000e+00))
149        	((-3.641e+01 6.003e+00 4.424e+01) (-1.129e+00 -5.234e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.223e+01 3.731e+01 1.158e+01) (-1.457e+01 -4.190e+01 1.293e+00) (0.000e+00 0.000e+00 0.000e+00))
150        	((-3.630e+01 6.106e+00 4.403e+01) (-1.126e+00 -5.178e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.217e+01 3.702e+01 1.127e+01) (-1.457e+01 -4.190e+01 1.284e+00) (0.000e+00 0.000e+00 0.000e+00))
151        	((-3.618e+01 6.249e+00 4.381e+01) (-1.123e+00 -5.114e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.213e+01 3.674e+01 1.091e+01) (-1.457e+01 -4.190e+01 1.275e+00) (0.000e+00 0.000e+00 0.000e+00))
152        	((-3.607e+01 6.424e+00 4.360e+01) (-1.121e+00 -5.043e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.209e+01 3.648e+01 1.051e+01) (-1.457e+01 -4.190e+01 1.265e+00) (0.000e+00 0.000e+00 0.000e+00))
153        	((-3.599e+01 6.622e+00 4.339e+01) (-1.120e+00 -4.970e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.206e+01 3.624e+01 1.011e+01) (-1.457e+01 -4.189e+01 1.255e+00) (0.000e+00 0.000e+00 0.000e+00))
154        	((-3.596e+01 6.836e+00 4.320e+01) (-1.119e+00 -4.895e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.203e+01 3.602e+01 9.694e+00) (-1.457e+01 -4.189e+01 1.245e+00) (0.000e+00 0.000e+00 0.000e+00))
155        	((-3.597e+01 7.080e+00 4.304e+01) (-1.119e+00 -4.817e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.199e+01 3.582e+01 9.260e+00) (-1.456e+01 -4.188e+01 1.234e+00) (0.000e+00 0.000e+00 0.000e+00))
156        	((-3.600e+01 7.361e+00 4.291e+01) (-1.120e+00 -4.738e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.196e+01 3.566e+01 8.799e+00) (-1.456e+01 -4.188e+01 1.223e+00) (0.000e+00 0.000e+00 0.000e+00))
157        	((-3.605e+01 7.685e+00 4.285e+01) (-1.121e+00 -4.656e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.193e+01 3.555e+01 8.306e+00) (-1.456e+01 -4.188e+01 1.212e+00) (0.000e+00 0.000e+00 0.000e+00))
158        	((-3.610e+01 8.045e+00 4.285e+01) (-1.123e+00 -4.572e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.192e+01 3.550e+01 7.786e+00) (-1.456e+01 -4.188e+01 1.199e+00) (0.000e+00 0.000e+00 0.000e+00))
159        	((-3.615e+01 8.441e+00 4.289e+01) (-1.124e+00 -4.486e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.191e+01 3.546e+01 7.245e+00) (-1.456e+01 -4.188e+01 1.186e+00) (0.000e+00 0.000e+00 0.000e+00))
160        	((-3.619e+01 8.862e+00 4.296e+01) (-1.126e+00 -4.400e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.190e+01 3.542e+01 6.693e+00) (-1.456e+01 -4.188e+01 1.173e+00) (0.000e+00 0.000e+00 0.000e+00))
161        	((-3.622e+01 9.289e+00 4.304e+01) (-1.127e+00 -4.314e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.188e+01 3.536e+01 6.147e+00) (-1.456e+01 -4.188e+01 1.159e+00) (0.000e+00 0.000e+00 0.000e+00))
162        	((-3.623e+01 9.711e+00 4.311e+01) (-1.128e+00 -4.231e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.186e+01 3.528e+01 5.618e+00) (-1.456e+01 -4.189e+01 1.145e+00) (0.000e+00 0.000e+00 0.000e+00))
163        	((-3.621e+01 1.011e+01 4.315e+01) (-1.129e+00 -4.154e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.183e+01 3.516e+01 5.121e+00) (-1.456e+01 -4.189e+01 1.131e+00) (0.000e+00 0.000e+00 0.000e+00))
164        	((-3.617e+01 1.047e+01 4.314e+01) (-1.129e+00 -4.082e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.180e+01 3.501e+01 4.663e+00) (-1.456e+01 -4.189e+01 1.118e+00) (0.000e+00 0.000e+00 0.000e+00))
165        	((-3.610e+01 1.079e+01 4.308e+01) (-1.128e+00 -4.019e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.177e+01 3.481e+01 4.241e+00) (-1.456e+01 -4.190e+01 1.107e+00) (0.000e+00 0.000e+00 0.000e+00))
166        	((-3.600e+01 1.108e+01 4.297e+01) (-1.128e+00 -3.966e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.174e+01 3.458e+01 3.845e+00) (-1.456e+01 -4.190e+01 1.096e+00) (0.000e+00 0.000e+00 0.000e+00))
167        	((-3.586e+01 1.135e+01 4.285e+01) (-1.127e+00 -3.921e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.171e+01 3.435e+01 3.464e+00) (-1.456e+01 -4.191e+01 1.087e+00) (0.000e+00 0.000e+00 0.000e+00))
168        	((-3.568e+01 1.159e+01 4.273e+01) (-1.126e+00 -3.882e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.170e+01 3.416e+01 3.089e+00) (-1.456e+01 -4.191e+01 1.080e+00) (0.000e+00 0.000e+00 0.000e+00))
169        	((-3.546e+01 1.181e+01 4.264e+01) (-1.126e+00 -3.851e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.170e+01 3.402e+01 2.719e+00) (-1.456e+01 -4.191e+01 1.074e+00) (0.000e+00 0.000e+00 0.000e+00))
170        	((-3.522e+01 1.201e+01 4.260e+01) (-1.126e+00 -3.826e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.172e+01 3.397e+01 2.359e+00) (-1.456e+01 -4.191e+01 1.069e+00) (0.000e+00 0.000e+00 0.000e+00))
171        	((-3.497e+01 1.220e+01 4.263e+01) (-1.127e+00 -3.808e-01 -2.582e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.175e+01 3.401e+01 2.017e+00) (-1.456e+01 -4.192e+01 1.066e+00) (0.000e+00 0.000e+00 0.000e+00))
172        	((-3.473e+01 1.238e+01 4.271e+01) (-1.128e+00 -3.798e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.179e+01 3.413e+01 1.693e+00) (-1.456e+01 -4.191e+01 1.064e+00) (0.000e+00 0.000e+00 0.000e+00))
173        	((-3.452e+01 1.257e+01 4.282e+01) (-1.129e+00 -3.798e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.183e+01 3.431e+01 1.394e+00) (-1.456e+01 -4.191e+01 1.064e+00) (0.000e+00 0.000e+00 0.000e+00))
174        	((-3.435e+01 1.276e+01 4.293e+01) (-1.130e+00 -3.807e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.185e+01 3.449e+01 1.126e+00) (-1.455e+01 -4.191e+01 1.066e+00) (0.000e+00 0.000e+00 0.000e+00))
175        	((-3.424e+01 1.295e+01 4.303e+01) (-1.132e+00 -3.826e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.187e+01 3.467e+01 8.925e-01) (-1.455e+01 -4.191e+01 1.069e+00) (0.000e+00 0.000e+00 0.000e+00))
176        	((-3.419e+01 1.313e+01 4.310e+01) (-1.134e+00 -3.853e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.186e+01 3.479e+01 6.988e-01) (-1.455e+01 -4.191e+01 1.074e+00) (0.000e+00 0.000e+00 0.000e+00))
177        	((-3.419e+01 1.331e+01 4.312e+01) (-1.137e+00 -3.889e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.183e+01 3.484e+01 5.490e-01) (-1.455e+01 -4.190e+01 1.080e+00) (0.000e+00 0.000e+00 0.000e+00))
178        	((-3.425e+01 1.347e+01 4.309e+01) (-1.139e+00 -3.935e-01 -2.581e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.178e+01 3.482e+01 4.410e-01) (-1.455e+01 -4.190e+01 1.087e+00) (0.000e+00 0.000e+00 0.000e+00))
179        	((-3.435e+01 1.361e+01 4.301e+01) (-1.141e+00 -3.991e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.171e+01 3.473e+01 3.726e-01) (-1.455e+01 -4.190e+01 1.096e+00) (0.000e+00 0.000e+00 0.000e+00))
180        	((-3.448e+01 1.374e+01 4.289e+01) (-1.142e+00 -4.055e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.164e+01 3.458e+01 3.363e-01) (-1.455e+01 -4.189e+01 1.107e+00) (0.000e+00 0.000e+00 0.000e+00))
181        	((-3.465e+01 1.386e+01 4.275e+01) (-1.143e+00 -4.128e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.156e+01 3.439e+01 3.261e-01) (-1.455e+01 -4.189e+01 1.118e+00) (0.000e+00 0.000e+00 0.000e+00))
182        	((-3.483e+01 1.397e+01 4.260e+01) (-1.143e+00 -4.207e-01 -2.580e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.150e+01 3.420e+01 3.393e-01) (-1.454e+01 -4.188e+01 1.131e+00) (0.000e+00 0.000e+00 0.000e+00))
183        	((-3.503e+01 1.405e+01 4.247e+01) (-1.143e+00 -4.294e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.146e+01 3.403e+01 3.709e-01) (-1.454e+01 -4.187e+01 1.145e+00) (0.000e+00 0.000e+00 0.000e+00))
184        	((-3.524e+01 1.411e+01 4.236e+01) (-1.141e+00 -4.388e-01 -2.579e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.143e+01 3.389e+01 4.193e-01) (-1.454e+01 -4.187e+01 1.159e+00) (0.000e+00 0.000e+00 0.000e+00))
185        	((-3.542e+01 1.415e+01 4.230e+01) (-1.140e+00 -4.490e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.143e+01 3.380e+01 4.822e-01) (-1.454e+01 -4.186e+01 1.175e+00) (0.000e+00 0.000e+00 0.000e+00))
186        	((-3.559e+01 1.414e+01 4.226e+01) (-1.138e+00 -4.596e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.145e+01 3.375e+01 5.575e-01) (-1.454e+01 -4.185e+01 1.191e+00) (0.000e+00 0.000e+00 0.000e+00))
187        	((-3.573e+01 1.410e+01 4.224e+01) (-1.135e+00 -4.705e-01 -2.578e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.148e+01 3.372e+01 6.458e-01) (-1.454e+01 -4.185e+01 1.207e+00) (0.000e+00 0.000e+00 0.000e+00))
188        	((-3.584e+01 1.402e+01 4.220e+01) (-1.133e+00 -4.815e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.152e+01 3.368e+01 7.489e-01) (-1.454e+01 -4.185e+01 1.223e+00) (0.000e+00 0.000e+00 0.000e+00))
189        	((-3.591e+01 1.389e+01 4.212e+01) (-1.131e+00 -4.924e-01 -2.577e+01) (0.000e+00 0.000e+00 0.000e+00)) ((1.155e+01 3.363e+01 8.604e-01) (-1.454e+01 -4.184e+01 1.239e+00) (0.000e+00 0.000e+00 0.000e+00))
