# Forces   
# CofR     : (0.000e+00 0.000e+00 0.000e+00)
# Time     forces(pressure viscous porous)	moments(pressure viscous porous)
95         	((-4.660e+01 -2.043e+00 -1.066e+02) (-3.723e-01 1.130e-02 1.270e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.993e+01 -2.066e+02 1.309e+01) (2.450e-02 3.888e-03 1.071e-01) (0.000e+00 0.000e+00 0.000e+00))
96         	((-4.646e+01 -2.337e+00 -1.064e+02) (-3.780e-01 1.172e-02 1.262e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.966e+01 -2.062e+02 1.352e+01) (2.403e-02 -2.612e-04 1.086e-01) (0.000e+00 0.000e+00 0.000e+00))
97         	((-4.636e+01 -2.744e+00 -1.063e+02) (-3.840e-01 1.201e-02 1.255e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.936e+01 -2.059e+02 1.415e+01) (2.367e-02 -4.328e-03 1.103e-01) (0.000e+00 0.000e+00 0.000e+00))
98         	((-4.629e+01 -3.253e+00 -1.063e+02) (-3.901e-01 1.209e-02 1.250e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.905e+01 -2.058e+02 1.495e+01) (2.347e-02 -8.155e-03 1.125e-01) (0.000e+00 0.000e+00 0.000e+00))
99         	((-4.624e+01 -3.843e+00 -1.064e+02) (-3.970e-01 1.190e-02 1.248e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.875e+01 -2.060e+02 1.586e+01) (2.349e-02 -1.190e-02 1.154e-01) (0.000e+00 0.000e+00 0.000e+00))
100        	((-4.622e+01 -4.471e+00 -1.067e+02) (-4.042e-01 1.157e-02 1.250e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.848e+01 -2.063e+02 1.681e+01) (2.378e-02 -1.499e-02 1.186e-01) (0.000e+00 0.000e+00 0.000e+00))
101        	((-4.620e+01 -5.072e+00 -1.070e+02) (-4.117e-01 1.109e-02 1.257e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.827e+01 -2.068e+02 1.768e+01) (2.438e-02 -1.729e-02 1.222e-01) (0.000e+00 0.000e+00 0.000e+00))
102        	((-4.620e+01 -5.577e+00 -1.074e+02) (-4.194e-01 1.056e-02 1.271e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.814e+01 -2.074e+02 1.838e+01) (2.532e-02 -1.852e-02 1.259e-01) (0.000e+00 0.000e+00 0.000e+00))
103        	((-4.620e+01 -5.951e+00 -1.077e+02) (-4.268e-01 9.928e-03 1.290e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.808e+01 -2.081e+02 1.885e+01) (2.654e-02 -1.888e-02 1.296e-01) (0.000e+00 0.000e+00 0.000e+00))
104        	((-4.619e+01 -6.219e+00 -1.081e+02) (-4.339e-01 9.241e-03 1.313e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.807e+01 -2.087e+02 1.914e+01) (2.797e-02 -1.842e-02 1.333e-01) (0.000e+00 0.000e+00 0.000e+00))
105        	((-4.616e+01 -6.437e+00 -1.084e+02) (-4.406e-01 8.556e-03 1.337e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.806e+01 -2.092e+02 1.938e+01) (2.947e-02 -1.765e-02 1.368e-01) (0.000e+00 0.000e+00 0.000e+00))
106        	((-4.614e+01 -6.666e+00 -1.087e+02) (-4.467e-01 7.914e-03 1.362e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.803e+01 -2.096e+02 1.967e+01) (3.099e-02 -1.656e-02 1.400e-01) (0.000e+00 0.000e+00 0.000e+00))
107        	((-4.613e+01 -6.967e+00 -1.089e+02) (-4.526e-01 7.248e-03 1.386e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.792e+01 -2.100e+02 2.012e+01) (3.250e-02 -1.542e-02 1.431e-01) (0.000e+00 0.000e+00 0.000e+00))
108        	((-4.613e+01 -7.356e+00 -1.091e+02) (-4.580e-01 6.603e-03 1.411e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.775e+01 -2.104e+02 2.076e+01) (3.401e-02 -1.409e-02 1.460e-01) (0.000e+00 0.000e+00 0.000e+00))
109        	((-4.617e+01 -7.820e+00 -1.093e+02) (-4.629e-01 5.894e-03 1.434e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.751e+01 -2.107e+02 2.156e+01) (3.548e-02 -1.275e-02 1.488e-01) (0.000e+00 0.000e+00 0.000e+00))
110        	((-4.624e+01 -8.334e+00 -1.095e+02) (-4.672e-01 5.128e-03 1.457e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.725e+01 -2.111e+02 2.249e+01) (3.691e-02 -1.121e-02 1.514e-01) (0.000e+00 0.000e+00 0.000e+00))
111        	((-4.634e+01 -8.880e+00 -1.098e+02) (-4.710e-01 4.316e-03 1.479e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.696e+01 -2.116e+02 2.348e+01) (3.830e-02 -9.565e-03 1.539e-01) (0.000e+00 0.000e+00 0.000e+00))
112        	((-4.645e+01 -9.496e+00 -1.100e+02) (-4.752e-01 3.468e-03 1.501e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.666e+01 -2.122e+02 2.458e+01) (3.969e-02 -7.802e-03 1.566e-01) (0.000e+00 0.000e+00 0.000e+00))
113        	((-4.656e+01 -1.013e+01 -1.103e+02) (-4.801e-01 2.642e-03 1.524e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.637e+01 -2.128e+02 2.569e+01) (4.109e-02 -5.979e-03 1.596e-01) (0.000e+00 0.000e+00 0.000e+00))
114        	((-4.666e+01 -1.080e+01 -1.107e+02) (-4.856e-01 1.917e-03 1.545e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.608e+01 -2.134e+02 2.685e+01) (4.235e-02 -4.558e-03 1.626e-01) (0.000e+00 0.000e+00 0.000e+00))
115        	((-4.675e+01 -1.155e+01 -1.110e+02) (-4.918e-01 1.334e-03 1.565e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.577e+01 -2.141e+02 2.812e+01) (4.343e-02 -3.778e-03 1.657e-01) (0.000e+00 0.000e+00 0.000e+00))
116        	((-4.682e+01 -1.238e+01 -1.114e+02) (-4.986e-01 9.228e-04 1.581e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.545e+01 -2.147e+02 2.948e+01) (4.432e-02 -3.596e-03 1.688e-01) (0.000e+00 0.000e+00 0.000e+00))
117        	((-4.688e+01 -1.328e+01 -1.117e+02) (-5.060e-01 6.515e-04 1.597e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.509e+01 -2.154e+02 3.097e+01) (4.511e-02 -3.833e-03 1.719e-01) (0.000e+00 0.000e+00 0.000e+00))
118        	((-4.693e+01 -1.424e+01 -1.121e+02) (-5.139e-01 4.995e-04 1.612e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.471e+01 -2.160e+02 3.253e+01) (4.579e-02 -4.499e-03 1.751e-01) (0.000e+00 0.000e+00 0.000e+00))
119        	((-4.697e+01 -1.523e+01 -1.124e+02) (-5.222e-01 5.316e-04 1.624e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.431e+01 -2.166e+02 3.414e+01) (4.633e-02 -5.544e-03 1.781e-01) (0.000e+00 0.000e+00 0.000e+00))
120        	((-4.699e+01 -1.622e+01 -1.127e+02) (-5.304e-01 4.874e-04 1.636e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.390e+01 -2.171e+02 3.574e+01) (4.681e-02 -6.901e-03 1.813e-01) (0.000e+00 0.000e+00 0.000e+00))
121        	((-4.700e+01 -1.716e+01 -1.129e+02) (-5.385e-01 2.921e-04 1.645e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.350e+01 -2.174e+02 3.724e+01) (4.726e-02 -8.492e-03 1.846e-01) (0.000e+00 0.000e+00 0.000e+00))
122        	((-4.699e+01 -1.799e+01 -1.130e+02) (-5.459e-01 9.526e-05 1.653e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.313e+01 -2.176e+02 3.855e+01) (4.765e-02 -1.009e-02 1.877e-01) (0.000e+00 0.000e+00 0.000e+00))
123        	((-4.694e+01 -1.861e+01 -1.131e+02) (-5.528e-01 -1.088e-04 1.658e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.281e+01 -2.176e+02 3.952e+01) (4.789e-02 -1.214e-02 1.906e-01) (0.000e+00 0.000e+00 0.000e+00))
124        	((-4.686e+01 -1.896e+01 -1.130e+02) (-5.588e-01 -3.006e-04 1.656e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.259e+01 -2.174e+02 4.006e+01) (4.780e-02 -1.507e-02 1.931e-01) (0.000e+00 0.000e+00 0.000e+00))
125        	((-4.672e+01 -1.905e+01 -1.128e+02) (-5.638e-01 -4.277e-04 1.646e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.247e+01 -2.170e+02 4.017e+01) (4.733e-02 -1.903e-02 1.950e-01) (0.000e+00 0.000e+00 0.000e+00))
126        	((-4.653e+01 -1.887e+01 -1.125e+02) (-5.676e-01 -4.006e-04 1.628e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.245e+01 -2.163e+02 3.982e+01) (4.645e-02 -2.388e-02 1.961e-01) (0.000e+00 0.000e+00 0.000e+00))
127        	((-4.629e+01 -1.843e+01 -1.122e+02) (-5.708e-01 -2.220e-04 1.607e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.256e+01 -2.155e+02 3.902e+01) (4.535e-02 -2.913e-02 1.968e-01) (0.000e+00 0.000e+00 0.000e+00))
128        	((-4.600e+01 -1.773e+01 -1.118e+02) (-5.740e-01 1.370e-04 1.583e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.277e+01 -2.146e+02 3.779e+01) (4.408e-02 -3.469e-02 1.970e-01) (0.000e+00 0.000e+00 0.000e+00))
129        	((-4.570e+01 -1.682e+01 -1.113e+02) (-5.780e-01 4.944e-04 1.559e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.310e+01 -2.135e+02 3.617e+01) (4.277e-02 -4.068e-02 1.976e-01) (0.000e+00 0.000e+00 0.000e+00))
130        	((-4.538e+01 -1.573e+01 -1.109e+02) (-5.832e-01 8.765e-04 1.537e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.353e+01 -2.125e+02 3.425e+01) (4.154e-02 -4.664e-02 1.986e-01) (0.000e+00 0.000e+00 0.000e+00))
131        	((-4.506e+01 -1.456e+01 -1.104e+02) (-5.898e-01 1.186e-03 1.519e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.401e+01 -2.115e+02 3.219e+01) (4.050e-02 -5.260e-02 2.003e-01) (0.000e+00 0.000e+00 0.000e+00))
132        	((-4.475e+01 -1.344e+01 -1.100e+02) (-5.978e-01 1.637e-03 1.507e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.449e+01 -2.106e+02 3.020e+01) (3.965e-02 -5.814e-02 2.025e-01) (0.000e+00 0.000e+00 0.000e+00))
133        	((-4.448e+01 -1.245e+01 -1.096e+02) (-6.070e-01 2.053e-03 1.500e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.491e+01 -2.097e+02 2.846e+01) (3.906e-02 -6.316e-02 2.051e-01) (0.000e+00 0.000e+00 0.000e+00))
134        	((-4.424e+01 -1.164e+01 -1.093e+02) (-6.167e-01 2.381e-03 1.498e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.527e+01 -2.089e+02 2.703e+01) (3.867e-02 -6.773e-02 2.082e-01) (0.000e+00 0.000e+00 0.000e+00))
135        	((-4.405e+01 -1.103e+01 -1.089e+02) (-6.267e-01 2.693e-03 1.495e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.553e+01 -2.082e+02 2.596e+01) (3.828e-02 -7.245e-02 2.114e-01) (0.000e+00 0.000e+00 0.000e+00))
136        	((-4.391e+01 -1.065e+01 -1.085e+02) (-6.366e-01 2.934e-03 1.492e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.567e+01 -2.075e+02 2.530e+01) (3.788e-02 -7.720e-02 2.147e-01) (0.000e+00 0.000e+00 0.000e+00))
137        	((-4.381e+01 -1.048e+01 -1.082e+02) (-6.460e-01 3.178e-03 1.487e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.570e+01 -2.068e+02 2.505e+01) (3.741e-02 -8.207e-02 2.179e-01) (0.000e+00 0.000e+00 0.000e+00))
138        	((-4.377e+01 -1.050e+01 -1.078e+02) (-6.547e-01 3.433e-03 1.479e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.562e+01 -2.061e+02 2.515e+01) (3.677e-02 -8.721e-02 2.207e-01) (0.000e+00 0.000e+00 0.000e+00))
139        	((-4.377e+01 -1.067e+01 -1.073e+02) (-6.625e-01 3.782e-03 1.468e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.544e+01 -2.054e+02 2.553e+01) (3.593e-02 -9.264e-02 2.231e-01) (0.000e+00 0.000e+00 0.000e+00))
140        	((-4.379e+01 -1.095e+01 -1.068e+02) (-6.693e-01 4.177e-03 1.454e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.520e+01 -2.046e+02 2.610e+01) (3.489e-02 -9.830e-02 2.250e-01) (0.000e+00 0.000e+00 0.000e+00))
141        	((-4.383e+01 -1.125e+01 -1.063e+02) (-6.754e-01 4.602e-03 1.437e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.494e+01 -2.039e+02 2.672e+01) (3.369e-02 -1.042e-01 2.264e-01) (0.000e+00 0.000e+00 0.000e+00))
142        	((-4.389e+01 -1.152e+01 -1.057e+02) (-6.806e-01 4.988e-03 1.417e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.468e+01 -2.031e+02 2.727e+01) (3.238e-02 -1.102e-01 2.275e-01) (0.000e+00 0.000e+00 0.000e+00))
143        	((-4.396e+01 -1.167e+01 -1.052e+02) (-6.851e-01 5.437e-03 1.398e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.448e+01 -2.023e+02 2.762e+01) (3.104e-02 -1.160e-01 2.282e-01) (0.000e+00 0.000e+00 0.000e+00))
144        	((-4.404e+01 -1.165e+01 -1.046e+02) (-6.891e-01 5.975e-03 1.381e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.437e+01 -2.015e+02 2.766e+01) (2.976e-02 -1.214e-01 2.284e-01) (0.000e+00 0.000e+00 0.000e+00))
145        	((-4.413e+01 -1.146e+01 -1.041e+02) (-6.926e-01 6.532e-03 1.370e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.434e+01 -2.008e+02 2.740e+01) (2.869e-02 -1.259e-01 2.284e-01) (0.000e+00 0.000e+00 0.000e+00))
146        	((-4.426e+01 -1.109e+01 -1.035e+02) (-6.959e-01 7.086e-03 1.366e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.441e+01 -2.001e+02 2.681e+01) (2.791e-02 -1.292e-01 2.281e-01) (0.000e+00 0.000e+00 0.000e+00))
147        	((-4.441e+01 -1.054e+01 -1.029e+02) (-6.992e-01 7.616e-03 1.370e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.455e+01 -1.994e+02 2.592e+01) (2.750e-02 -1.313e-01 2.279e-01) (0.000e+00 0.000e+00 0.000e+00))
148        	((-4.460e+01 -9.828e+00 -1.023e+02) (-7.027e-01 8.038e-03 1.386e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.477e+01 -1.987e+02 2.476e+01) (2.757e-02 -1.318e-01 2.278e-01) (0.000e+00 0.000e+00 0.000e+00))
149        	((-4.479e+01 -9.015e+00 -1.017e+02) (-7.067e-01 8.311e-03 1.411e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.502e+01 -1.979e+02 2.342e+01) (2.814e-02 -1.308e-01 2.282e-01) (0.000e+00 0.000e+00 0.000e+00))
150        	((-4.497e+01 -8.138e+00 -1.010e+02) (-7.110e-01 8.481e-03 1.449e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.528e+01 -1.970e+02 2.197e+01) (2.920e-02 -1.281e-01 2.289e-01) (0.000e+00 0.000e+00 0.000e+00))
151        	((-4.511e+01 -7.235e+00 -1.003e+02) (-7.161e-01 8.649e-03 1.496e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.553e+01 -1.960e+02 2.046e+01) (3.070e-02 -1.240e-01 2.298e-01) (0.000e+00 0.000e+00 0.000e+00))
152        	((-4.520e+01 -6.353e+00 -9.944e+01) (-7.219e-01 8.736e-03 1.553e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.575e+01 -1.948e+02 1.897e+01) (3.260e-02 -1.186e-01 2.312e-01) (0.000e+00 0.000e+00 0.000e+00))
153        	((-4.524e+01 -5.561e+00 -9.858e+01) (-7.285e-01 8.734e-03 1.615e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.591e+01 -1.935e+02 1.764e+01) (3.472e-02 -1.126e-01 2.332e-01) (0.000e+00 0.000e+00 0.000e+00))
154        	((-4.522e+01 -4.891e+00 -9.769e+01) (-7.357e-01 8.707e-03 1.675e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.599e+01 -1.921e+02 1.650e+01) (3.676e-02 -1.068e-01 2.354e-01) (0.000e+00 0.000e+00 0.000e+00))
155        	((-4.514e+01 -4.357e+00 -9.681e+01) (-7.432e-01 8.761e-03 1.731e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.600e+01 -1.906e+02 1.558e+01) (3.859e-02 -1.017e-01 2.377e-01) (0.000e+00 0.000e+00 0.000e+00))
156        	((-4.502e+01 -3.965e+00 -9.596e+01) (-7.507e-01 8.980e-03 1.780e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.593e+01 -1.891e+02 1.488e+01) (4.010e-02 -9.723e-02 2.399e-01) (0.000e+00 0.000e+00 0.000e+00))
157        	((-4.484e+01 -3.729e+00 -9.517e+01) (-7.580e-01 9.240e-03 1.823e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.580e+01 -1.877e+02 1.444e+01) (4.133e-02 -9.355e-02 2.419e-01) (0.000e+00 0.000e+00 0.000e+00))
158        	((-4.462e+01 -3.658e+00 -9.447e+01) (-7.648e-01 9.439e-03 1.861e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.559e+01 -1.864e+02 1.425e+01) (4.241e-02 -9.020e-02 2.440e-01) (0.000e+00 0.000e+00 0.000e+00))
159        	((-4.436e+01 -3.760e+00 -9.389e+01) (-7.710e-01 9.498e-03 1.897e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.533e+01 -1.852e+02 1.434e+01) (4.349e-02 -8.691e-02 2.461e-01) (0.000e+00 0.000e+00 0.000e+00))
160        	((-4.408e+01 -4.042e+00 -9.344e+01) (-7.766e-01 9.290e-03 1.931e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.501e+01 -1.842e+02 1.473e+01) (4.467e-02 -8.341e-02 2.485e-01) (0.000e+00 0.000e+00 0.000e+00))
161        	((-4.378e+01 -4.497e+00 -9.313e+01) (-7.815e-01 8.826e-03 1.966e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.465e+01 -1.835e+02 1.539e+01) (4.601e-02 -7.962e-02 2.512e-01) (0.000e+00 0.000e+00 0.000e+00))
162        	((-4.348e+01 -5.081e+00 -9.297e+01) (-7.857e-01 8.079e-03 1.999e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.428e+01 -1.829e+02 1.627e+01) (4.747e-02 -7.563e-02 2.541e-01) (0.000e+00 0.000e+00 0.000e+00))
163        	((-4.319e+01 -5.734e+00 -9.295e+01) (-7.892e-01 7.197e-03 2.030e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.392e+01 -1.826e+02 1.727e+01) (4.900e-02 -7.151e-02 2.570e-01) (0.000e+00 0.000e+00 0.000e+00))
164        	((-4.292e+01 -6.396e+00 -9.305e+01) (-7.920e-01 6.276e-03 2.060e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.360e+01 -1.825e+02 1.830e+01) (5.052e-02 -6.724e-02 2.597e-01) (0.000e+00 0.000e+00 0.000e+00))
165        	((-4.266e+01 -7.013e+00 -9.324e+01) (-7.941e-01 5.376e-03 2.089e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.333e+01 -1.826e+02 1.927e+01) (5.203e-02 -6.278e-02 2.621e-01) (0.000e+00 0.000e+00 0.000e+00))
166        	((-4.242e+01 -7.544e+00 -9.349e+01) (-7.956e-01 4.630e-03 2.119e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.312e+01 -1.827e+02 2.011e+01) (5.354e-02 -5.788e-02 2.640e-01) (0.000e+00 0.000e+00 0.000e+00))
167        	((-4.221e+01 -7.977e+00 -9.377e+01) (-7.964e-01 3.978e-03 2.150e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.298e+01 -1.830e+02 2.082e+01) (5.509e-02 -5.239e-02 2.655e-01) (0.000e+00 0.000e+00 0.000e+00))
168        	((-4.201e+01 -8.304e+00 -9.407e+01) (-7.966e-01 3.422e-03 2.183e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.289e+01 -1.833e+02 2.136e+01) (5.668e-02 -4.628e-02 2.665e-01) (0.000e+00 0.000e+00 0.000e+00))
169        	((-4.184e+01 -8.529e+00 -9.437e+01) (-7.963e-01 2.933e-03 2.218e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.286e+01 -1.836e+02 2.176e+01) (5.833e-02 -3.963e-02 2.671e-01) (0.000e+00 0.000e+00 0.000e+00))
170        	((-4.169e+01 -8.662e+00 -9.466e+01) (-7.954e-01 2.530e-03 2.255e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.289e+01 -1.839e+02 2.201e+01) (5.999e-02 -3.250e-02 2.673e-01) (0.000e+00 0.000e+00 0.000e+00))
171        	((-4.156e+01 -8.721e+00 -9.494e+01) (-7.941e-01 2.207e-03 2.293e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.295e+01 -1.842e+02 2.216e+01) (6.167e-02 -2.495e-02 2.671e-01) (0.000e+00 0.000e+00 0.000e+00))
172        	((-4.144e+01 -8.727e+00 -9.520e+01) (-7.922e-01 1.987e-03 2.333e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.304e+01 -1.845e+02 2.221e+01) (6.336e-02 -1.702e-02 2.665e-01) (0.000e+00 0.000e+00 0.000e+00))
173        	((-4.134e+01 -8.705e+00 -9.545e+01) (-7.899e-01 1.869e-03 2.375e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.315e+01 -1.848e+02 2.222e+01) (6.507e-02 -8.795e-03 2.654e-01) (0.000e+00 0.000e+00 0.000e+00))
174        	((-4.125e+01 -8.670e+00 -9.571e+01) (-7.872e-01 1.815e-03 2.417e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.327e+01 -1.851e+02 2.222e+01) (6.675e-02 -4.240e-04 2.640e-01) (0.000e+00 0.000e+00 0.000e+00))
175        	((-4.119e+01 -8.645e+00 -9.596e+01) (-7.840e-01 1.789e-03 2.457e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.340e+01 -1.855e+02 2.223e+01) (6.838e-02 7.787e-03 2.624e-01) (0.000e+00 0.000e+00 0.000e+00))
176        	((-4.115e+01 -8.649e+00 -9.621e+01) (-7.803e-01 1.734e-03 2.495e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.350e+01 -1.859e+02 2.229e+01) (6.989e-02 1.563e-02 2.605e-01) (0.000e+00 0.000e+00 0.000e+00))
177        	((-4.113e+01 -8.691e+00 -9.646e+01) (-7.761e-01 1.713e-03 2.528e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.360e+01 -1.862e+02 2.242e+01) (7.121e-02 2.278e-02 2.584e-01) (0.000e+00 0.000e+00 0.000e+00))
178        	((-4.113e+01 -8.763e+00 -9.670e+01) (-7.715e-01 1.678e-03 2.555e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.367e+01 -1.866e+02 2.260e+01) (7.229e-02 2.910e-02 2.561e-01) (0.000e+00 0.000e+00 0.000e+00))
179        	((-4.114e+01 -8.853e+00 -9.693e+01) (-7.665e-01 1.582e-03 2.576e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.373e+01 -1.870e+02 2.282e+01) (7.315e-02 3.449e-02 2.537e-01) (0.000e+00 0.000e+00 0.000e+00))
180        	((-4.118e+01 -8.945e+00 -9.714e+01) (-7.615e-01 1.516e-03 2.593e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.377e+01 -1.874e+02 2.305e+01) (7.376e-02 3.902e-02 2.511e-01) (0.000e+00 0.000e+00 0.000e+00))
181        	((-4.123e+01 -9.025e+00 -9.733e+01) (-7.566e-01 1.461e-03 2.604e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.381e+01 -1.878e+02 2.325e+01) (7.414e-02 4.267e-02 2.486e-01) (0.000e+00 0.000e+00 0.000e+00))
182        	((-4.130e+01 -9.078e+00 -9.751e+01) (-7.519e-01 1.462e-03 2.612e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.385e+01 -1.881e+02 2.340e+01) (7.429e-02 4.553e-02 2.461e-01) (0.000e+00 0.000e+00 0.000e+00))
183        	((-4.137e+01 -9.092e+00 -9.766e+01) (-7.478e-01 1.518e-03 2.617e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.389e+01 -1.884e+02 2.348e+01) (7.424e-02 4.763e-02 2.437e-01) (0.000e+00 0.000e+00 0.000e+00))
184        	((-4.145e+01 -9.059e+00 -9.778e+01) (-7.442e-01 1.669e-03 2.619e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.394e+01 -1.887e+02 2.348e+01) (7.400e-02 4.906e-02 2.413e-01) (0.000e+00 0.000e+00 0.000e+00))
185        	((-4.152e+01 -8.974e+00 -9.786e+01) (-7.413e-01 1.876e-03 2.619e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.399e+01 -1.889e+02 2.337e+01) (7.363e-02 4.995e-02 2.391e-01) (0.000e+00 0.000e+00 0.000e+00))
186        	((-4.159e+01 -8.835e+00 -9.790e+01) (-7.390e-01 2.195e-03 2.619e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.404e+01 -1.891e+02 2.317e+01) (7.312e-02 5.049e-02 2.369e-01) (0.000e+00 0.000e+00 0.000e+00))
187        	((-4.164e+01 -8.650e+00 -9.788e+01) (-7.374e-01 2.615e-03 2.617e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.409e+01 -1.891e+02 2.289e+01) (7.246e-02 5.058e-02 2.349e-01) (0.000e+00 0.000e+00 0.000e+00))
188        	((-4.167e+01 -8.427e+00 -9.782e+01) (-7.362e-01 3.170e-03 2.614e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.414e+01 -1.890e+02 2.253e+01) (7.164e-02 5.034e-02 2.328e-01) (0.000e+00 0.000e+00 0.000e+00))
189        	((-4.169e+01 -8.178e+00 -9.770e+01) (-7.354e-01 3.831e-03 2.609e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.417e+01 -1.888e+02 2.213e+01) (7.071e-02 4.983e-02 2.307e-01) (0.000e+00 0.000e+00 0.000e+00))
190        	((-4.170e+01 -7.916e+00 -9.755e+01) (-7.350e-01 4.608e-03 2.603e-01) (0.000e+00 0.000e+00 0.000e+00)) ((-2.419e+01 -1.886e+02 2.170e+01) (6.960e-02 4.894e-02 2.286e-01) (0.000e+00 0.000e+00 0.000e+00))
